"","item1","item2","support"
"1","children=0","contraceptive.method=1",0.286490156143924
"2","children=0","contraceptive.method=2",0.116768499660557
"3","children=0","contraceptive.method=3",0.213170400543109
"4","children=0","husband.edu=3",0.133740665308893
"5","children=0","husband.edu=4",0.411405295315682
"6","children=0","husband.occu=1",0.182620502376103
"7","children=0","husband.occu=2",0.169721656483367
"8","children=0","husband.occu=3",0.25050916496945
"9","children=0","media.expo=0",0.583842498302783
"10","children=0","stand.living=3",0.179226069246436
"11","children=0","stand.living=4",0.290563475899525
"12","children=0","wife.age=0",0.429056347589952
"13","children=0","wife.age=1",0.187372708757637
"14","children=0","wife.edu=2",0.128988458927359
"15","children=0","wife.edu=3",0.174473862864902
"16","children=0","wife.edu=4",0.270875763747454
"17","children=0","wife.religion=1",0.513238289205703
"18","children=0","wife.working=0",0.169042769857434
"19","children=0","wife.working=1",0.447386286490156
"20","children=1","contraceptive.method=1",0.140529531568228
"21","children=1","contraceptive.method=2",0.109300746775289
"22","children=1","contraceptive.method=3",0.133740665308893
"23","children=1","husband.edu=3",0.105227427019688
"24","children=1","husband.edu=4",0.198913781398506
"25","children=1","husband.occu=1",0.113374066530889
"26","children=1","husband.occu=2",0.118805159538357
"27","children=1","husband.occu=3",0.146639511201629
"28","children=1","media.expo=0",0.342158859470468
"29","children=1","stand.living=3",0.113374066530889
"30","children=1","stand.living=4",0.173794976238968
"31","children=1","wife.age=0",0.100475220638153
"32","children=1","wife.age=1",0.283095723014257
"33","children=1","wife.edu=2",0.0977596741344195
"34","children=1","wife.edu=3",0.103869653767821
"35","children=1","wife.edu=4",0.120841819416158
"36","children=1","wife.religion=1",0.337406653088934
"37","children=1","wife.working=0",0.0814663951120163
"38","children=1","wife.working=1",0.302104548540394
"39","contraceptive.method=1","husband.edu=3",0.109300746775289
"40","contraceptive.method=1","husband.edu=4",0.229463679565513
"41","contraceptive.method=1","husband.occu=1",0.107264086897488
"42","contraceptive.method=1","husband.occu=2",0.135777325186694
"43","contraceptive.method=1","husband.occu=3",0.175152749490835
"44","contraceptive.method=1","media.expo=0",0.376782077393075
"45","contraceptive.method=1","stand.living=3",0.124915139171758
"46","contraceptive.method=1","stand.living=4",0.1683638832315
"47","contraceptive.method=1","wife.age=0",0.215885947046843
"48","contraceptive.method=1","wife.age=1",0.211133740665309
"49","contraceptive.method=1","wife.edu=2",0.119484046164291
"50","contraceptive.method=1","wife.edu=3",0.118805159538357
"51","contraceptive.method=1","wife.edu=4",0.118805159538357
"52","contraceptive.method=1","wife.religion=1",0.376103190767142
"53","contraceptive.method=1","wife.working=0",0.11541072640869
"54","contraceptive.method=1","wife.working=1",0.311608961303462
"55","contraceptive.method=2","husband.edu=3",0.0339443312966735
"56","contraceptive.method=2","husband.edu=4",0.174473862864902
"57","contraceptive.method=2","husband.occu=1",0.105906313645621
"58","contraceptive.method=2","husband.occu=2",0.0536320434487441
"59","contraceptive.method=2","husband.occu=3",0.0631364562118126
"60","contraceptive.method=2","media.expo=0",0.219280380176511
"61","contraceptive.method=2","stand.living=3",0.0610997963340122
"62","contraceptive.method=2","stand.living=4",0.138492871690428
"63","contraceptive.method=2","wife.age=0",0.0896130346232179
"64","contraceptive.method=2","wife.age=1",0.136456211812627
"65","contraceptive.method=2","wife.edu=2",0.0251188051595384
"66","contraceptive.method=2","wife.edu=3",0.0543109300746775
"67","contraceptive.method=2","wife.edu=4",0.140529531568228
"68","contraceptive.method=2","wife.religion=1",0.174473862864902
"69","contraceptive.method=2","wife.working=0",0.0604209097080788
"70","contraceptive.method=2","wife.working=1",0.165648336727766
"71","contraceptive.method=3","husband.edu=3",0.0957230142566191
"72","contraceptive.method=3","husband.edu=4",0.206381534283775
"73","contraceptive.method=3","husband.occu=1",0.0828241683638832
"74","contraceptive.method=3","husband.occu=2",0.0991174473862865
"75","contraceptive.method=3","husband.occu=3",0.158859470468432
"76","contraceptive.method=3","media.expo=0",0.329938900203666
"77","contraceptive.method=3","stand.living=3",0.106585200271555
"78","contraceptive.method=3","stand.living=4",0.157501697216565
"79","contraceptive.method=3","wife.age=0",0.224032586558045
"80","contraceptive.method=3","wife.age=1",0.122878479293958
"81","contraceptive.method=3","wife.edu=2",0.0821452817379498
"82","contraceptive.method=3","wife.edu=3",0.105227427019688
"83","contraceptive.method=3","wife.edu=4",0.132382892057026
"84","contraceptive.method=3","wife.religion=1",0.300067888662593
"85","contraceptive.method=3","wife.working=0",0.0746775288526816
"86","contraceptive.method=3","wife.working=1",0.272233536999321
"87","husband.edu=3","husband.occu=1",0.0203665987780041
"88","husband.edu=3","husband.occu=2",0.0841819416157502
"89","husband.edu=3","husband.occu=3",0.13102511880516
"90","husband.edu=3","media.expo=0",0.220638153428377
"91","husband.edu=3","stand.living=3",0.076714188730482
"92","husband.edu=3","stand.living=4",0.0760353021045485
"93","husband.edu=3","wife.age=0",0.133740665308893
"94","husband.edu=3","wife.age=1",0.105227427019688
"95","husband.edu=3","wife.edu=2",0.088255261371351
"96","husband.edu=3","wife.edu=3",0.102511880515954
"97","husband.edu=3","wife.edu=4",0.0190088255261371
"98","husband.edu=3","wife.religion=1",0.220638153428377
"99","husband.edu=3","wife.working=0",0.0590631364562118
"100","husband.edu=3","wife.working=1",0.179904955872369
"101","husband.edu=4","husband.occu=1",0.270875763747454
"102","husband.edu=4","husband.occu=2",0.146639511201629
"103","husband.edu=4","husband.occu=3",0.184657162253904
"104","husband.edu=4","media.expo=0",0.592668024439919
"105","husband.edu=4","stand.living=3",0.176510522742702
"106","husband.edu=4","stand.living=4",0.353021045485404
"107","husband.edu=4","wife.age=0",0.322471147318398
"108","husband.edu=4","wife.age=1",0.287847929395791
"109","husband.edu=4","wife.edu=2",0.0706042090970808
"110","husband.edu=4","wife.edu=3",0.155465037338764
"111","husband.edu=4","wife.edu=4",0.369314324507807
"112","husband.edu=4","wife.religion=1",0.486082824168364
"113","husband.edu=4","wife.working=0",0.154107264086897
"114","husband.edu=4","wife.working=1",0.456211812627291
"115","husband.occu=1","media.expo=0",0.287169042769857
"116","husband.occu=1","stand.living=3",0.0726408689748812
"117","husband.occu=1","stand.living=4",0.198913781398506
"118","husband.occu=1","wife.age=0",0.125594025797692
"119","husband.occu=1","wife.age=1",0.170400543109301
"120","husband.occu=1","wife.edu=2",0.0210454854039375
"121","husband.occu=1","wife.edu=3",0.054989816700611
"122","husband.occu=1","wife.edu=4",0.211133740665309
"123","husband.occu=1","wife.religion=1",0.247114731839783
"124","husband.occu=1","wife.working=0",0.0753564154786151
"125","husband.occu=1","wife.working=1",0.220638153428377
"126","husband.occu=2","media.expo=0",0.264086897488119
"127","husband.occu=2","stand.living=3",0.0821452817379498
"128","husband.occu=2","stand.living=4",0.128309572301426
"129","husband.occu=2","wife.age=0",0.14867617107943
"130","husband.occu=2","wife.age=1",0.139850644942295
"131","husband.occu=2","wife.edu=2",0.0733197556008147
"132","husband.occu=2","wife.edu=3",0.0909708078750849
"133","husband.occu=2","wife.edu=4",0.0902919212491514
"134","husband.occu=2","wife.religion=1",0.230142566191446
"135","husband.occu=2","wife.working=0",0.0780719619823489
"136","husband.occu=2","wife.working=1",0.210454854039375
"137","husband.occu=3","media.expo=0",0.360488798370672
"138","husband.occu=3","stand.living=3",0.134419551934827
"139","husband.occu=3","stand.living=4",0.128309572301426
"140","husband.occu=3","wife.age=0",0.241683638832315
"141","husband.occu=3","wife.age=1",0.155465037338764
"142","husband.occu=3","wife.edu=2",0.124915139171758
"143","husband.occu=3","wife.edu=3",0.129667345553293
"144","husband.occu=3","wife.edu=4",0.088255261371351
"145","husband.occu=3","wife.religion=1",0.356415478615071
"146","husband.occu=3","wife.working=0",0.0896130346232179
"147","husband.occu=3","wife.working=1",0.307535641547862
"148","media.expo=0","stand.living=3",0.277664630006789
"149","media.expo=0","stand.living=4",0.45213849287169
"150","media.expo=0","wife.age=0",0.503733876442634
"151","media.expo=0","wife.age=1",0.422267481330618
"152","media.expo=0","wife.edu=2",0.207739307535642
"153","media.expo=0","wife.edu=3",0.26612355736592
"154","media.expo=0","wife.edu=4",0.387644263408011
"155","media.expo=0","wife.religion=1",0.782077393075356
"156","media.expo=0","wife.working=0",0.232179226069246
"157","media.expo=0","wife.working=1",0.693822131704005
"158","stand.living=3","wife.age=0",0.1683638832315
"159","stand.living=3","wife.age=1",0.124236252545825
"160","stand.living=3","wife.edu=2",0.0678886625933469
"161","stand.living=3","wife.edu=3",0.0957230142566191
"162","stand.living=3","wife.edu=4",0.098438560760353
"163","stand.living=3","wife.religion=1",0.262050237610319
"164","stand.living=3","wife.working=0",0.06653088934148
"165","stand.living=3","wife.working=1",0.226069246435845
"166","stand.living=4","wife.age=0",0.204344874405974
"167","stand.living=4","wife.age=1",0.260013577732519
"168","stand.living=4","wife.edu=2",0.0726408689748812
"169","stand.living=4","wife.edu=3",0.102511880515954
"170","stand.living=4","wife.edu=4",0.262050237610319
"171","stand.living=4","wife.religion=1",0.359131025118805
"172","stand.living=4","wife.working=0",0.131704005431093
"173","stand.living=4","wife.working=1",0.3326544467074
"174","wife.age=0","wife.edu=2",0.135777325186694
"175","wife.age=0","wife.edu=3",0.173794976238968
"176","wife.age=0","wife.edu=4",0.186693822131704
"177","wife.age=0","wife.religion=1",0.477936184657162
"178","wife.age=0","wife.working=0",0.127630685675492
"179","wife.age=0","wife.working=1",0.401900882552614
"180","wife.age=1","wife.edu=2",0.0909708078750849
"181","wife.age=1","wife.edu=3",0.104548540393754
"182","wife.age=1","wife.edu=4",0.205023761031908
"183","wife.age=1","wife.religion=1",0.372708757637475
"184","wife.age=1","wife.working=0",0.122878479293958
"185","wife.age=1","wife.working=1",0.347589952477936
"186","wife.edu=2","wife.religion=1",0.211812627291242
"187","wife.edu=2","wife.working=0",0.0509164969450102
"188","wife.edu=2","wife.working=1",0.175831636116768
"189","wife.edu=3","wife.religion=1",0.243041412084182
"190","wife.edu=3","wife.working=0",0.0604209097080788
"191","wife.edu=3","wife.working=1",0.217922606924644
"192","wife.edu=4","wife.religion=1",0.294636795655126
"193","wife.edu=4","wife.working=0",0.11541072640869
"194","wife.edu=4","wife.working=1",0.276306856754922
"195","wife.religion=1","wife.working=0",0.202308214528174
"196","wife.religion=1","wife.working=1",0.648336727766463
