"","item1","item2","item3","item4","support"
"1","children=0","contraceptive.method=1","media.expo=0","stand.living=3",0.0760353021045485
"2","children=0","contraceptive.method=1","media.expo=0","stand.living=4",0.118126272912424
"3","children=0","contraceptive.method=1","media.expo=0","wife.age=0",0.178547182620502
"4","children=0","contraceptive.method=1","media.expo=0","wife.age=1",0.0875763747454175
"5","children=0","contraceptive.method=1","media.expo=0","wife.edu=2",0.0726408689748812
"6","children=0","contraceptive.method=1","media.expo=0","wife.edu=3",0.0787508486082824
"7","children=0","contraceptive.method=1","media.expo=0","wife.edu=4",0.0964019008825526
"8","children=0","contraceptive.method=1","media.expo=0","wife.religion=1",0.226748133061779
"9","children=0","contraceptive.method=1","media.expo=0","wife.working=0",0.0821452817379498
"10","children=0","contraceptive.method=1","media.expo=0","wife.working=1",0.18397827562797
"11","children=0","contraceptive.method=1","wife.religion=1","wife.working=0",0.0760353021045485
"12","children=0","contraceptive.method=1","wife.religion=1","wife.working=1",0.170400543109301
"13","children=0","contraceptive.method=3","media.expo=0","stand.living=3",0.0631364562118126
"14","children=0","contraceptive.method=3","media.expo=0","stand.living=4",0.0936863543788187
"15","children=0","contraceptive.method=3","media.expo=0","wife.age=0",0.159538357094365
"16","children=0","contraceptive.method=3","media.expo=0","wife.age=1",0.043448744059742
"17","children=0","contraceptive.method=3","media.expo=0","wife.edu=2",0.0386965376782077
"18","children=0","contraceptive.method=3","media.expo=0","wife.edu=3",0.0617786829599457
"19","children=0","contraceptive.method=3","media.expo=0","wife.edu=4",0.0943652410047522
"20","children=0","contraceptive.method=3","media.expo=0","wife.religion=1",0.169042769857434
"21","children=0","contraceptive.method=3","media.expo=0","wife.working=0",0.0427698574338086
"22","children=0","contraceptive.method=3","media.expo=0","wife.working=1",0.160217243720299
"23","children=0","husband.edu=4","media.expo=0","stand.living=3",0.122199592668024
"24","children=0","husband.edu=4","media.expo=0","stand.living=4",0.228784792939579
"25","children=0","husband.edu=4","media.expo=0","wife.age=0",0.271554650373388
"26","children=0","husband.edu=4","media.expo=0","wife.age=1",0.130346232179226
"27","children=0","husband.edu=4","media.expo=0","wife.edu=2",0.0427698574338086
"28","children=0","husband.edu=4","media.expo=0","wife.edu=3",0.098438560760353
"29","children=0","husband.edu=4","media.expo=0","wife.edu=4",0.256619144602851
"30","children=0","husband.edu=4","media.expo=0","wife.religion=1",0.315682281059063
"31","children=0","husband.edu=4","media.expo=0","wife.working=0",0.112016293279022
"32","children=0","husband.edu=4","media.expo=0","wife.working=1",0.289884589273591
"33","children=0","husband.edu=4","stand.living=4","wife.age=0",0.133740665308893
"34","children=0","husband.edu=4","stand.living=4","wife.age=1",0.09979633401222
"35","children=0","husband.edu=4","stand.living=4","wife.edu=2",0.0203665987780041
"36","children=0","husband.edu=4","stand.living=4","wife.edu=3",0.0393754243041412
"37","children=0","husband.edu=4","stand.living=4","wife.edu=4",0.173116089613035
"38","children=0","husband.edu=4","stand.living=4","wife.religion=1",0.1683638832315
"39","children=0","husband.edu=4","stand.living=4","wife.working=0",0.0739986422267481
"40","children=0","husband.edu=4","stand.living=4","wife.working=1",0.159538357094365
"41","children=0","husband.edu=4","wife.age=0","wife.edu=2",0.0366598778004073
"42","children=0","husband.edu=4","wife.age=0","wife.edu=3",0.0760353021045485
"43","children=0","husband.edu=4","wife.age=0","wife.edu=4",0.160896130346232
"44","children=0","husband.edu=4","wife.age=0","wife.religion=1",0.236252545824847
"45","children=0","husband.edu=4","wife.age=0","wife.working=0",0.0773930753564155
"46","children=0","husband.edu=4","wife.age=0","wife.working=1",0.200271554650373
"47","children=0","husband.edu=4","wife.edu=4","wife.religion=1",0.191446028513238
"48","children=0","husband.edu=4","wife.edu=4","wife.working=0",0.0855397148676171
"49","children=0","husband.edu=4","wife.edu=4","wife.working=1",0.173794976238968
"50","children=0","husband.edu=4","wife.religion=1","wife.working=0",0.0875763747454175
"51","children=0","husband.edu=4","wife.religion=1","wife.working=1",0.236252545824847
"52","children=0","husband.occu=3","media.expo=0","stand.living=3",0.0794297352342159
"53","children=0","husband.occu=3","media.expo=0","stand.living=4",0.0780719619823489
"54","children=0","husband.occu=3","media.expo=0","wife.age=0",0.181262729124236
"55","children=0","husband.occu=3","media.expo=0","wife.age=1",0.0522742701968771
"56","children=0","husband.occu=3","media.expo=0","wife.edu=2",0.0706042090970808
"57","children=0","husband.occu=3","media.expo=0","wife.edu=3",0.0828241683638832
"58","children=0","husband.occu=3","media.expo=0","wife.edu=4",0.065173116089613
"59","children=0","husband.occu=3","media.expo=0","wife.religion=1",0.202308214528174
"60","children=0","husband.occu=3","media.expo=0","wife.working=0",0.054989816700611
"61","children=0","husband.occu=3","media.expo=0","wife.working=1",0.178547182620502
"62","children=0","husband.occu=3","wife.religion=1","wife.working=0",0.0502376103190767
"63","children=0","husband.occu=3","wife.religion=1","wife.working=1",0.167006109979633
"64","children=0","media.expo=0","stand.living=4","wife.age=0",0.165648336727766
"65","children=0","media.expo=0","stand.living=4","wife.age=1",0.11744738628649
"66","children=0","media.expo=0","stand.living=4","wife.edu=2",0.0393754243041412
"67","children=0","media.expo=0","stand.living=4","wife.edu=3",0.0590631364562118
"68","children=0","media.expo=0","stand.living=4","wife.edu=4",0.174473862864902
"69","children=0","media.expo=0","stand.living=4","wife.religion=1",0.210454854039375
"70","children=0","media.expo=0","stand.living=4","wife.working=0",0.0896130346232179
"71","children=0","media.expo=0","stand.living=4","wife.working=1",0.193482688391039
"72","children=0","media.expo=0","wife.age=0","wife.edu=2",0.0950441276306857
"73","children=0","media.expo=0","wife.age=0","wife.edu=3",0.134419551934827
"74","children=0","media.expo=0","wife.age=0","wife.edu=4",0.167684996605567
"75","children=0","media.expo=0","wife.age=0","wife.religion=1",0.364562118126273
"76","children=0","media.expo=0","wife.age=0","wife.working=0",0.104548540393754
"77","children=0","media.expo=0","wife.age=0","wife.working=1",0.306177868295995
"78","children=0","media.expo=0","wife.edu=4","wife.religion=1",0.198234894772573
"79","children=0","media.expo=0","wife.edu=4","wife.working=0",0.088255261371351
"80","children=0","media.expo=0","wife.edu=4","wife.working=1",0.179904955872369
"81","children=0","media.expo=0","wife.religion=1","wife.working=0",0.126272912423625
"82","children=0","media.expo=0","wife.religion=1","wife.working=1",0.357094365241005
"83","children=0","stand.living=4","wife.religion=1","wife.working=0",0.0685675492192804
