"","item1","item2","item3","item4","item5","support"
"1","children=0","contraceptive.method=1","media.expo=0","wife.religion=1","wife.working=0",0.0699253224711473
"2","children=0","contraceptive.method=1","media.expo=0","wife.religion=1","wife.working=1",0.156822810590631
"3","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.age=0",0.13102511880516
"4","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.age=1",0.0977596741344195
"5","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.edu=2",0.0183299389002037
"6","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.edu=3",0.0386965376782077
"7","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4",0.171758316361168
"8","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1",0.1642905634759
"9","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.working=0",0.0719619823489477
"10","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.working=1",0.156822810590631
"11","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.edu=2",0.0353021045485404
"12","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.edu=3",0.0746775288526816
"13","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.edu=4",0.159538357094365
"14","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1",0.230142566191446
"15","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.working=0",0.0753564154786151
"16","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.working=1",0.196198234894773
"17","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1",0.189409368635438
"18","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.working=0",0.0841819416157502
"19","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.working=1",0.172437202987101
"20","children=0","husband.edu=4","media.expo=0","wife.religion=1","wife.working=0",0.0848608282416836
"21","children=0","husband.edu=4","media.expo=0","wife.religion=1","wife.working=1",0.23082145281738
"22","children=0","husband.edu=4","wife.age=0","wife.religion=1","wife.working=0",0.0624575695858792
"23","children=0","husband.edu=4","wife.age=0","wife.religion=1","wife.working=1",0.173794976238968
"24","children=0","husband.occu=3","media.expo=0","wife.religion=1","wife.working=0",0.0454854039375424
"25","children=0","husband.occu=3","media.expo=0","wife.religion=1","wife.working=1",0.156822810590631
"26","children=0","media.expo=0","stand.living=4","wife.religion=1","wife.working=0",0.0658520027155465
"27","children=0","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.144602851323829
"28","children=0","media.expo=0","wife.age=0","wife.religion=1","wife.working=0",0.088255261371351
"29","children=0","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.276306856754922
"30","children=1","media.expo=0","wife.age=1","wife.religion=1","wife.working=0",0.0427698574338086
"31","children=1","media.expo=0","wife.age=1","wife.religion=1","wife.working=1",0.1683638832315
"32","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=4","wife.religion=1",0.161575016972166
"33","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=4","wife.working=0",0.0597420230821453
"34","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=4","wife.working=1",0.145281737949762
"35","husband.edu=4","husband.occu=1","media.expo=0","wife.religion=1","wife.working=0",0.0543109300746775
"36","husband.edu=4","husband.occu=1","media.expo=0","wife.religion=1","wife.working=1",0.162253903598099
"37","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1",0.177868295994569
"38","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.working=0",0.076714188730482
"39","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.working=1",0.175831636116768
"40","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1","wife.working=0",0.0692464358452139
"41","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.186014935505771
"42","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1","wife.working=0",0.0672097759674134
"43","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.202308214528174
"44","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1","wife.working=0",0.044806517311609
"45","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1","wife.working=1",0.157501697216565
"46","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=0",0.0733197556008147
"47","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.198913781398506
"48","husband.occu=3","media.expo=0","wife.age=0","wife.religion=1","wife.working=0",0.043448744059742
"49","husband.occu=3","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.173794976238968
