"","item1","item2","support"
"1","children=0","contraceptive.method=1",0.286490156143924
"2","children=0","husband.edu=4",0.411405295315682
"3","children=0","husband.occu=3",0.25050916496945
"4","children=0","media.expo=0",0.583842498302783
"5","children=0","stand.living=4",0.290563475899525
"6","children=0","wife.age=0",0.429056347589952
"7","children=0","wife.edu=4",0.270875763747454
"8","children=0","wife.religion=1",0.513238289205703
"9","children=0","wife.working=1",0.447386286490156
"10","children=1","media.expo=0",0.342158859470468
"11","children=1","wife.age=1",0.283095723014257
"12","children=1","wife.religion=1",0.337406653088934
"13","children=1","wife.working=1",0.302104548540394
"14","contraceptive.method=1","media.expo=0",0.376782077393075
"15","contraceptive.method=1","wife.religion=1",0.376103190767142
"16","contraceptive.method=1","wife.working=1",0.311608961303462
"17","contraceptive.method=3","media.expo=0",0.329938900203666
"18","contraceptive.method=3","wife.religion=1",0.300067888662593
"19","contraceptive.method=3","wife.working=1",0.272233536999321
"20","husband.edu=4","husband.occu=1",0.270875763747454
"21","husband.edu=4","media.expo=0",0.592668024439919
"22","husband.edu=4","stand.living=4",0.353021045485404
"23","husband.edu=4","wife.age=0",0.322471147318398
"24","husband.edu=4","wife.age=1",0.287847929395791
"25","husband.edu=4","wife.edu=4",0.369314324507807
"26","husband.edu=4","wife.religion=1",0.486082824168364
"27","husband.edu=4","wife.working=1",0.456211812627291
"28","husband.occu=1","media.expo=0",0.287169042769857
"29","husband.occu=2","media.expo=0",0.264086897488119
"30","husband.occu=3","media.expo=0",0.360488798370672
"31","husband.occu=3","wife.religion=1",0.356415478615071
"32","husband.occu=3","wife.working=1",0.307535641547862
"33","media.expo=0","stand.living=3",0.277664630006789
"34","media.expo=0","stand.living=4",0.45213849287169
"35","media.expo=0","wife.age=0",0.503733876442634
"36","media.expo=0","wife.age=1",0.422267481330618
"37","media.expo=0","wife.edu=3",0.26612355736592
"38","media.expo=0","wife.edu=4",0.387644263408011
"39","media.expo=0","wife.religion=1",0.782077393075356
"40","media.expo=0","wife.working=1",0.693822131704005
"41","stand.living=3","wife.religion=1",0.262050237610319
"42","stand.living=4","wife.age=1",0.260013577732519
"43","stand.living=4","wife.edu=4",0.262050237610319
"44","stand.living=4","wife.religion=1",0.359131025118805
"45","stand.living=4","wife.working=1",0.3326544467074
"46","wife.age=0","wife.religion=1",0.477936184657162
"47","wife.age=0","wife.working=1",0.401900882552614
"48","wife.age=1","wife.religion=1",0.372708757637475
"49","wife.age=1","wife.working=1",0.347589952477936
"50","wife.edu=4","wife.religion=1",0.294636795655126
"51","wife.edu=4","wife.working=1",0.276306856754922
"52","wife.religion=1","wife.working=1",0.648336727766463
