"","item1","item2","item3","support"
"1","buying=high","class=acc","doors=2",0.0121527777777778
"2","buying=high","class=acc","doors=3",0.015625
"3","buying=high","class=acc","doors=4",0.0173611111111111
"4","buying=high","class=acc","doors=5more",0.0173611111111111
"5","buying=high","class=acc","lug_boot=big",0.0277777777777778
"6","buying=high","class=acc","lug_boot=med",0.0225694444444444
"7","buying=high","class=acc","lug_boot=small",0.0121527777777778
"8","buying=high","class=acc","maint=high",0.0208333333333333
"9","buying=high","class=acc","maint=low",0.0208333333333333
"10","buying=high","class=acc","maint=med",0.0208333333333333
"11","buying=high","class=acc","maint=vhigh",0
"12","buying=high","class=acc","persons=2",0
"13","buying=high","class=acc","persons=4",0.03125
"14","buying=high","class=acc","persons=more",0.03125
"15","buying=high","class=acc","safety=high",0.0399305555555556
"16","buying=high","class=acc","safety=low",0
"17","buying=high","class=acc","safety=med",0.0225694444444444
"18","buying=high","class=unacc","doors=2",0.0503472222222222
"19","buying=high","class=unacc","doors=3",0.046875
"20","buying=high","class=unacc","doors=4",0.0451388888888889
"21","buying=high","class=unacc","doors=5more",0.0451388888888889
"22","buying=high","class=unacc","lug_boot=big",0.0555555555555556
"23","buying=high","class=unacc","lug_boot=med",0.0607638888888889
"24","buying=high","class=unacc","lug_boot=small",0.0711805555555556
"25","buying=high","class=unacc","maint=high",0.0416666666666667
"26","buying=high","class=unacc","maint=low",0.0416666666666667
"27","buying=high","class=unacc","maint=med",0.0416666666666667
"28","buying=high","class=unacc","maint=vhigh",0.0625
"29","buying=high","class=unacc","persons=2",0.0833333333333333
"30","buying=high","class=unacc","persons=4",0.0520833333333333
"31","buying=high","class=unacc","persons=more",0.0520833333333333
"32","buying=high","class=unacc","safety=high",0.0434027777777778
"33","buying=high","class=unacc","safety=low",0.0833333333333333
"34","buying=high","class=unacc","safety=med",0.0607638888888889
"35","buying=high","doors=2","lug_boot=big",0.0208333333333333
"36","buying=high","doors=2","lug_boot=med",0.0208333333333333
"37","buying=high","doors=2","lug_boot=small",0.0208333333333333
"38","buying=high","doors=2","maint=high",0.015625
"39","buying=high","doors=2","maint=low",0.015625
"40","buying=high","doors=2","maint=med",0.015625
"41","buying=high","doors=2","maint=vhigh",0.015625
"42","buying=high","doors=2","persons=2",0.0208333333333333
"43","buying=high","doors=2","persons=4",0.0208333333333333
"44","buying=high","doors=2","persons=more",0.0208333333333333
"45","buying=high","doors=2","safety=high",0.0208333333333333
"46","buying=high","doors=2","safety=low",0.0208333333333333
"47","buying=high","doors=2","safety=med",0.0208333333333333
"48","buying=high","doors=3","lug_boot=big",0.0208333333333333
"49","buying=high","doors=3","lug_boot=med",0.0208333333333333
"50","buying=high","doors=3","lug_boot=small",0.0208333333333333
"51","buying=high","doors=3","maint=high",0.015625
"52","buying=high","doors=3","maint=low",0.015625
"53","buying=high","doors=3","maint=med",0.015625
"54","buying=high","doors=3","maint=vhigh",0.015625
"55","buying=high","doors=3","persons=2",0.0208333333333333
"56","buying=high","doors=3","persons=4",0.0208333333333333
"57","buying=high","doors=3","persons=more",0.0208333333333333
"58","buying=high","doors=3","safety=high",0.0208333333333333
