"","item1","item2","item3","support"
"2","children=0","contraceptive.method=1","media.expo=0",0.26612355736592
"7","children=0","media.expo=0","stand.living=4",0.283095723014257
"15","children=1","media.expo=0","wife.religion=1",0.298710115410726
"16","children=1","media.expo=0","wife.working=1",0.269517990495587
"17","children=1","wife.religion=1","wife.working=1",0.268839103869654
"18","contraceptive.method=1","media.expo=0","wife.religion=1",0.328581126951799
"19","contraceptive.method=1","media.expo=0","wife.working=1",0.273591310251188
"20","contraceptive.method=1","wife.religion=1","wife.working=1",0.276306856754922
"21","contraceptive.method=3","media.expo=0","wife.religion=1",0.285132382892057
"22","contraceptive.method=3","media.expo=0","wife.working=1",0.258655804480652
"23","husband.edu=4","husband.occu=1","media.expo=0",0.263408010862186
"26","husband.edu=4","media.expo=0","wife.age=1",0.278343516632722
"32","husband.edu=4","stand.living=4","wife.working=1",0.251866938221317
"40","media.expo=0","stand.living=4","wife.age=1",0.252545824847251
"46","media.expo=0","wife.age=1","wife.religion=1",0.329938900203666
"47","media.expo=0","wife.age=1","wife.working=1",0.312966734555329
"53","wife.age=1","wife.religion=1","wife.working=1",0.281059063136456
