"","item1","item2","item3","support"
"3","children=0","contraceptive.method=3","media.expo=0",0.202987101154107
"20","children=0","wife.edu=4","wife.religion=1",0.200271554650373
"26","children=1","wife.age=1","wife.working=1",0.219959266802444
"28","contraceptive.method=1","husband.edu=4","media.expo=0",0.220638153428377
"29","contraceptive.method=1","media.expo=0","wife.age=0",0.202987101154107
"33","contraceptive.method=3","husband.edu=4","media.expo=0",0.20162932790224
"34","contraceptive.method=3","media.expo=0","wife.age=0",0.214528173794976
"37","contraceptive.method=3","wife.age=0","wife.religion=1",0.204344874405974
"39","husband.edu=3","media.expo=0","wife.religion=1",0.204344874405974
"43","husband.edu=4","husband.occu=1","wife.working=1",0.200271554650373
"62","husband.occu=1","media.expo=0","wife.working=1",0.213170400543109
"63","husband.occu=2","media.expo=0","wife.religion=1",0.207060420909708
"69","media.expo=0","stand.living=3","wife.religion=1",0.24847250509165
"70","media.expo=0","stand.living=3","wife.working=1",0.216564833672777
"71","media.expo=0","stand.living=4","wife.age=1",0.252545824847251
"77","media.expo=0","wife.age=1","wife.edu=4",0.202987101154107
"80","media.expo=0","wife.edu=3","wife.religion=1",0.23285811269518
"81","media.expo=0","wife.edu=3","wife.working=1",0.209097080787508
"85","stand.living=3","wife.religion=1","wife.working=1",0.205023761031908
