"","item1","item2","support"
"1","children=1","class=not_recom",0.0833333333333333
"2","children=1","class=priority",0.0930555555555556
"3","children=1","class=spec_prior",0.062037037037037
"4","children=1","finance=convenient",0.125
"5","children=1","finance=inconv",0.125
"6","children=1","form=complete",0.0625
"7","children=1","form=completed",0.0625
"8","children=1","form=foster",0.0625
"9","children=1","form=incomplete",0.0625
"10","children=1","has_nurs=critical",0.05
"11","children=1","has_nurs=improper",0.05
"12","children=1","has_nurs=less_proper",0.05
"13","children=1","has_nurs=proper",0.05
"14","children=1","has_nurs=very_crit",0.05
"15","children=1","health=not_recom",0.0833333333333333
"16","children=1","health=priority",0.0833333333333333
"17","children=1","health=recommended",0.0833333333333333
"18","children=1","housing=convenient",0.0833333333333333
"19","children=1","housing=critical",0.0833333333333333
"20","children=1","housing=less_conv",0.0833333333333333
"21","children=1","parents=great_pret",0.0833333333333333
"22","children=1","parents=pretentious",0.0833333333333333
"23","children=1","parents=usual",0.0833333333333333
"24","children=1","social=nonprob",0.0833333333333333
"25","children=1","social=problematic",0.0833333333333333
"26","children=1","social=slightly_prob",0.0833333333333333
"27","children=2","class=not_recom",0.0833333333333333
"28","children=2","class=priority",0.0842592592592593
"29","children=2","class=spec_prior",0.0746913580246914
"30","children=2","finance=convenient",0.125
"31","children=2","finance=inconv",0.125
"32","children=2","form=complete",0.0625
"33","children=2","form=completed",0.0625
"34","children=2","form=foster",0.0625
"35","children=2","form=incomplete",0.0625
"36","children=2","has_nurs=critical",0.05
"37","children=2","has_nurs=improper",0.05
"38","children=2","has_nurs=less_proper",0.05
"39","children=2","has_nurs=proper",0.05
"40","children=2","has_nurs=very_crit",0.05
"41","children=2","health=not_recom",0.0833333333333333
"42","children=2","health=priority",0.0833333333333333
"43","children=2","health=recommended",0.0833333333333333
"44","children=2","housing=convenient",0.0833333333333333
"45","children=2","housing=critical",0.0833333333333333
"46","children=2","housing=less_conv",0.0833333333333333
"47","children=2","parents=great_pret",0.0833333333333333
"48","children=2","parents=pretentious",0.0833333333333333
"49","children=2","parents=usual",0.0833333333333333
"50","children=2","social=nonprob",0.0833333333333333
"51","children=2","social=problematic",0.0833333333333333
"52","children=2","social=slightly_prob",0.0833333333333333
"53","children=3","class=not_recom",0.0833333333333333
"54","children=3","class=priority",0.0759259259259259
"55","children=3","class=spec_prior",0.0876543209876543
"56","children=3","finance=convenient",0.125
"57","children=3","finance=inconv",0.125
"58","children=3","form=complete",0.0625
"59","children=3","form=completed",0.0625
"60","children=3","form=foster",0.0625
"61","children=3","form=incomplete",0.0625
"62","children=3","has_nurs=critical",0.05
"63","children=3","has_nurs=improper",0.05
"64","children=3","has_nurs=less_proper",0.05
"65","children=3","has_nurs=proper",0.05
"66","children=3","has_nurs=very_crit",0.05
"67","children=3","health=not_recom",0.0833333333333333
"68","children=3","health=priority",0.0833333333333333
"69","children=3","health=recommended",0.0833333333333333
"70","children=3","housing=convenient",0.0833333333333333
"71","children=3","housing=critical",0.0833333333333333
"72","children=3","housing=less_conv",0.0833333333333333
"73","children=3","parents=great_pret",0.0833333333333333
"74","children=3","parents=pretentious",0.0833333333333333
"75","children=3","parents=usual",0.0833333333333333
"76","children=3","social=nonprob",0.0833333333333333
"77","children=3","social=problematic",0.0833333333333333
"78","children=3","social=slightly_prob",0.0833333333333333
"79","children=more","class=not_recom",0.0833333333333333
"80","children=more","class=priority",0.0759259259259259
"81","children=more","class=spec_prior",0.0876543209876543
"82","children=more","finance=convenient",0.125
"83","children=more","finance=inconv",0.125
"84","children=more","form=complete",0.0625
"85","children=more","form=completed",0.0625
"86","children=more","form=foster",0.0625
"87","children=more","form=incomplete",0.0625
"88","children=more","has_nurs=critical",0.05
"89","children=more","has_nurs=improper",0.05
"90","children=more","has_nurs=less_proper",0.05
"91","children=more","has_nurs=proper",0.05
"92","children=more","has_nurs=very_crit",0.05
"93","children=more","health=not_recom",0.0833333333333333
"94","children=more","health=priority",0.0833333333333333
"95","children=more","health=recommended",0.0833333333333333
"96","children=more","housing=convenient",0.0833333333333333
"97","children=more","housing=critical",0.0833333333333333
"98","children=more","housing=less_conv",0.0833333333333333
"99","children=more","parents=great_pret",0.0833333333333333
"100","children=more","parents=pretentious",0.0833333333333333
"101","children=more","parents=usual",0.0833333333333333
"102","children=more","social=nonprob",0.0833333333333333
"103","children=more","social=problematic",0.0833333333333333
"104","children=more","social=slightly_prob",0.0833333333333333
"105","class=not_recom","finance=convenient",0.166666666666667
"106","class=not_recom","finance=inconv",0.166666666666667
"107","class=not_recom","form=complete",0.0833333333333333
"108","class=not_recom","form=completed",0.0833333333333333
"109","class=not_recom","form=foster",0.0833333333333333
"110","class=not_recom","form=incomplete",0.0833333333333333
"111","class=not_recom","has_nurs=critical",0.0666666666666667
"112","class=not_recom","has_nurs=improper",0.0666666666666667
"113","class=not_recom","has_nurs=less_proper",0.0666666666666667
"114","class=not_recom","has_nurs=proper",0.0666666666666667
"115","class=not_recom","has_nurs=very_crit",0.0666666666666667
"116","class=not_recom","health=not_recom",0.333333333333333
"117","class=not_recom","health=priority",0
"118","class=not_recom","health=recommended",0
"119","class=not_recom","housing=convenient",0.111111111111111
"120","class=not_recom","housing=critical",0.111111111111111
"121","class=not_recom","housing=less_conv",0.111111111111111
"122","class=not_recom","parents=great_pret",0.111111111111111
"123","class=not_recom","parents=pretentious",0.111111111111111
"124","class=not_recom","parents=usual",0.111111111111111
"125","class=not_recom","social=nonprob",0.111111111111111
"126","class=not_recom","social=problematic",0.111111111111111
"127","class=not_recom","social=slightly_prob",0.111111111111111
"128","class=priority","finance=convenient",0.173148148148148
"129","class=priority","finance=inconv",0.156018518518519
"130","class=priority","form=complete",0.0888888888888889
"131","class=priority","form=completed",0.0842592592592593
"132","class=priority","form=foster",0.0759259259259259
"133","class=priority","form=incomplete",0.0800925925925926
"134","class=priority","has_nurs=critical",0.0358024691358025
"135","class=priority","has_nurs=improper",0.0697530864197531
"136","class=priority","has_nurs=less_proper",0.103703703703704
"137","class=priority","has_nurs=proper",0.103703703703704
"138","class=priority","has_nurs=very_crit",0.0162037037037037
"139","class=priority","health=not_recom",0
"140","class=priority","health=priority",0.143055555555556
"141","class=priority","health=recommended",0.186111111111111
"142","class=priority","housing=convenient",0.124845679012346
"143","class=priority","housing=critical",0.0966049382716049
"144","class=priority","housing=less_conv",0.107716049382716
"145","class=priority","parents=great_pret",0.0662037037037037
"146","class=priority","parents=pretentious",0.114506172839506
"147","class=priority","parents=usual",0.148456790123457
"148","class=priority","social=nonprob",0.116898148148148
"149","class=priority","social=problematic",0.0953703703703704
"150","class=priority","social=slightly_prob",0.116898148148148
"151","class=spec_prior","finance=convenient",0.14320987654321
"152","class=spec_prior","finance=inconv",0.168827160493827
"153","class=spec_prior","form=complete",0.0685185185185185
"154","class=spec_prior","form=completed",0.0746913580246914
"155","class=spec_prior","form=foster",0.0876543209876543
"156","class=spec_prior","form=incomplete",0.0811728395061728
"157","class=spec_prior","has_nurs=critical",0.0975308641975309
"158","class=spec_prior","has_nurs=improper",0.0584876543209877
"159","class=spec_prior","has_nurs=less_proper",0.0194444444444444
"160","class=spec_prior","has_nurs=proper",0.0194444444444444
"161","class=spec_prior","has_nurs=very_crit",0.11712962962963
"162","class=spec_prior","health=not_recom",0
"163","class=spec_prior","health=priority",0.190277777777778
"164","class=spec_prior","health=recommended",0.121759259259259
"165","class=spec_prior","housing=convenient",0.0811728395061728
"166","class=spec_prior","housing=critical",0.124074074074074
"167","class=spec_prior","housing=less_conv",0.10679012345679
"168","class=spec_prior","parents=great_pret",0.156018518518519
"169","class=spec_prior","parents=pretentious",0.0975308641975309
"170","class=spec_prior","parents=usual",0.0584876543209877
"171","class=spec_prior","social=nonprob",0.0925925925925926
"172","class=spec_prior","social=problematic",0.126851851851852
"173","class=spec_prior","social=slightly_prob",0.0925925925925926
"174","finance=convenient","form=complete",0.125
"175","finance=convenient","form=completed",0.125
"176","finance=convenient","form=foster",0.125
"177","finance=convenient","form=incomplete",0.125
"178","finance=convenient","has_nurs=critical",0.1
"179","finance=convenient","has_nurs=improper",0.1
"180","finance=convenient","has_nurs=less_proper",0.1
"181","finance=convenient","has_nurs=proper",0.1
"182","finance=convenient","has_nurs=very_crit",0.1
"183","finance=convenient","health=not_recom",0.166666666666667
"184","finance=convenient","health=priority",0.166666666666667
"185","finance=convenient","health=recommended",0.166666666666667
"186","finance=convenient","housing=convenient",0.166666666666667
"187","finance=convenient","housing=critical",0.166666666666667
"188","finance=convenient","housing=less_conv",0.166666666666667
"189","finance=convenient","parents=great_pret",0.166666666666667
"190","finance=convenient","parents=pretentious",0.166666666666667
"191","finance=convenient","parents=usual",0.166666666666667
"192","finance=convenient","social=nonprob",0.166666666666667
"193","finance=convenient","social=problematic",0.166666666666667
"194","finance=convenient","social=slightly_prob",0.166666666666667
"195","finance=inconv","form=complete",0.125
"196","finance=inconv","form=completed",0.125
"197","finance=inconv","form=foster",0.125
"198","finance=inconv","form=incomplete",0.125
"199","finance=inconv","has_nurs=critical",0.1
"200","finance=inconv","has_nurs=improper",0.1
"201","finance=inconv","has_nurs=less_proper",0.1
"202","finance=inconv","has_nurs=proper",0.1
"203","finance=inconv","has_nurs=very_crit",0.1
"204","finance=inconv","health=not_recom",0.166666666666667
"205","finance=inconv","health=priority",0.166666666666667
"206","finance=inconv","health=recommended",0.166666666666667
"207","finance=inconv","housing=convenient",0.166666666666667
"208","finance=inconv","housing=critical",0.166666666666667
"209","finance=inconv","housing=less_conv",0.166666666666667
