"","item1","item2","item3","support"
"1","children=1","finance=convenient","form=complete",0.03125
"2","children=1","finance=convenient","form=completed",0.03125
"3","children=1","finance=convenient","form=foster",0.03125
"4","children=1","finance=convenient","form=incomplete",0.03125
"5","children=1","finance=convenient","has_nurs=critical",0.025
"6","children=1","finance=convenient","has_nurs=improper",0.025
"7","children=1","finance=convenient","has_nurs=less_proper",0.025
"8","children=1","finance=convenient","has_nurs=proper",0.025
"9","children=1","finance=convenient","has_nurs=very_crit",0.025
"10","children=1","finance=convenient","health=not_recom",0.0416666666666667
"11","children=1","finance=convenient","health=priority",0.0416666666666667
"12","children=1","finance=convenient","health=recommended",0.0416666666666667
"13","children=1","finance=convenient","housing=convenient",0.0416666666666667
"14","children=1","finance=convenient","housing=critical",0.0416666666666667
"15","children=1","finance=convenient","housing=less_conv",0.0416666666666667
"16","children=1","finance=convenient","parents=great_pret",0.0416666666666667
"17","children=1","finance=convenient","parents=pretentious",0.0416666666666667
"18","children=1","finance=convenient","parents=usual",0.0416666666666667
"19","children=1","finance=convenient","social=nonprob",0.0416666666666667
"20","children=1","finance=convenient","social=problematic",0.0416666666666667
"21","children=1","finance=convenient","social=slightly_prob",0.0416666666666667
"22","children=1","finance=inconv","form=complete",0.03125
"23","children=1","finance=inconv","form=completed",0.03125
"24","children=1","finance=inconv","form=foster",0.03125
"25","children=1","finance=inconv","form=incomplete",0.03125
"26","children=1","finance=inconv","has_nurs=critical",0.025
"27","children=1","finance=inconv","has_nurs=improper",0.025
"28","children=1","finance=inconv","has_nurs=less_proper",0.025
"29","children=1","finance=inconv","has_nurs=proper",0.025
"30","children=1","finance=inconv","has_nurs=very_crit",0.025
"31","children=1","finance=inconv","health=not_recom",0.0416666666666667
"32","children=1","finance=inconv","health=priority",0.0416666666666667
"33","children=1","finance=inconv","health=recommended",0.0416666666666667
"34","children=1","finance=inconv","housing=convenient",0.0416666666666667
"35","children=1","finance=inconv","housing=critical",0.0416666666666667
"36","children=1","finance=inconv","housing=less_conv",0.0416666666666667
"37","children=1","finance=inconv","parents=great_pret",0.0416666666666667
"38","children=1","finance=inconv","parents=pretentious",0.0416666666666667
"39","children=1","finance=inconv","parents=usual",0.0416666666666667
"40","children=1","finance=inconv","social=nonprob",0.0416666666666667
"41","children=1","finance=inconv","social=problematic",0.0416666666666667
"42","children=1","finance=inconv","social=slightly_prob",0.0416666666666667
"43","children=2","finance=convenient","form=complete",0.03125
"44","children=2","finance=convenient","form=completed",0.03125
"45","children=2","finance=convenient","form=foster",0.03125
"46","children=2","finance=convenient","form=incomplete",0.03125
"47","children=2","finance=convenient","has_nurs=critical",0.025
"48","children=2","finance=convenient","has_nurs=improper",0.025
"49","children=2","finance=convenient","has_nurs=less_proper",0.025
"50","children=2","finance=convenient","has_nurs=proper",0.025
"51","children=2","finance=convenient","has_nurs=very_crit",0.025
"52","children=2","finance=convenient","health=not_recom",0.0416666666666667
"53","children=2","finance=convenient","health=priority",0.0416666666666667
"54","children=2","finance=convenient","health=recommended",0.0416666666666667
"55","children=2","finance=convenient","housing=convenient",0.0416666666666667
"56","children=2","finance=convenient","housing=critical",0.0416666666666667
"57","children=2","finance=convenient","housing=less_conv",0.0416666666666667
"58","children=2","finance=convenient","parents=great_pret",0.0416666666666667
"59","children=2","finance=convenient","parents=pretentious",0.0416666666666667
"60","children=2","finance=convenient","parents=usual",0.0416666666666667
"61","children=2","finance=convenient","social=nonprob",0.0416666666666667
"62","children=2","finance=convenient","social=problematic",0.0416666666666667
"63","children=2","finance=convenient","social=slightly_prob",0.0416666666666667
"64","children=2","finance=inconv","form=complete",0.03125
"65","children=2","finance=inconv","form=completed",0.03125
"66","children=2","finance=inconv","form=foster",0.03125
"67","children=2","finance=inconv","form=incomplete",0.03125
"68","children=2","finance=inconv","has_nurs=critical",0.025
"69","children=2","finance=inconv","has_nurs=improper",0.025
"70","children=2","finance=inconv","has_nurs=less_proper",0.025
"71","children=2","finance=inconv","has_nurs=proper",0.025
"72","children=2","finance=inconv","has_nurs=very_crit",0.025
"73","children=2","finance=inconv","health=not_recom",0.0416666666666667
"74","children=2","finance=inconv","health=priority",0.0416666666666667
"75","children=2","finance=inconv","health=recommended",0.0416666666666667
"76","children=2","finance=inconv","housing=convenient",0.0416666666666667
"77","children=2","finance=inconv","housing=critical",0.0416666666666667
"78","children=2","finance=inconv","housing=less_conv",0.0416666666666667
"79","children=2","finance=inconv","parents=great_pret",0.0416666666666667
"80","children=2","finance=inconv","parents=pretentious",0.0416666666666667
"81","children=2","finance=inconv","parents=usual",0.0416666666666667
"82","children=2","finance=inconv","social=nonprob",0.0416666666666667
"83","children=2","finance=inconv","social=problematic",0.0416666666666667
"84","children=2","finance=inconv","social=slightly_prob",0.0416666666666667
"85","children=3","finance=convenient","form=complete",0.03125
"86","children=3","finance=convenient","form=completed",0.03125
"87","children=3","finance=convenient","form=foster",0.03125
"88","children=3","finance=convenient","form=incomplete",0.03125
"89","children=3","finance=convenient","has_nurs=critical",0.025
"90","children=3","finance=convenient","has_nurs=improper",0.025
"91","children=3","finance=convenient","has_nurs=less_proper",0.025
"92","children=3","finance=convenient","has_nurs=proper",0.025
"93","children=3","finance=convenient","has_nurs=very_crit",0.025
"94","children=3","finance=convenient","health=not_recom",0.0416666666666667
"95","children=3","finance=convenient","health=priority",0.0416666666666667
"96","children=3","finance=convenient","health=recommended",0.0416666666666667
"97","children=3","finance=convenient","housing=convenient",0.0416666666666667
"98","children=3","finance=convenient","housing=critical",0.0416666666666667
"99","children=3","finance=convenient","housing=less_conv",0.0416666666666667
"100","children=3","finance=convenient","parents=great_pret",0.0416666666666667
"101","children=3","finance=convenient","parents=pretentious",0.0416666666666667
"102","children=3","finance=convenient","parents=usual",0.0416666666666667
"103","children=3","finance=convenient","social=nonprob",0.0416666666666667
"104","children=3","finance=convenient","social=problematic",0.0416666666666667
"105","children=3","finance=convenient","social=slightly_prob",0.0416666666666667
"106","children=3","finance=inconv","form=complete",0.03125
"107","children=3","finance=inconv","form=completed",0.03125
"108","children=3","finance=inconv","form=foster",0.03125
"109","children=3","finance=inconv","form=incomplete",0.03125
"110","children=3","finance=inconv","has_nurs=critical",0.025
"111","children=3","finance=inconv","has_nurs=improper",0.025
"112","children=3","finance=inconv","has_nurs=less_proper",0.025
"113","children=3","finance=inconv","has_nurs=proper",0.025
"114","children=3","finance=inconv","has_nurs=very_crit",0.025
"115","children=3","finance=inconv","health=not_recom",0.0416666666666667
"116","children=3","finance=inconv","health=priority",0.0416666666666667
"117","children=3","finance=inconv","health=recommended",0.0416666666666667
"118","children=3","finance=inconv","housing=convenient",0.0416666666666667
"119","children=3","finance=inconv","housing=critical",0.0416666666666667
"120","children=3","finance=inconv","housing=less_conv",0.0416666666666667
"121","children=3","finance=inconv","parents=great_pret",0.0416666666666667
"122","children=3","finance=inconv","parents=pretentious",0.0416666666666667
"123","children=3","finance=inconv","parents=usual",0.0416666666666667
"124","children=3","finance=inconv","social=nonprob",0.0416666666666667
"125","children=3","finance=inconv","social=problematic",0.0416666666666667
"126","children=3","finance=inconv","social=slightly_prob",0.0416666666666667
"127","children=more","finance=convenient","form=complete",0.03125
"128","children=more","finance=convenient","form=completed",0.03125
"129","children=more","finance=convenient","form=foster",0.03125
"130","children=more","finance=convenient","form=incomplete",0.03125
"131","children=more","finance=convenient","has_nurs=critical",0.025
"132","children=more","finance=convenient","has_nurs=improper",0.025
"133","children=more","finance=convenient","has_nurs=less_proper",0.025
"134","children=more","finance=convenient","has_nurs=proper",0.025
"135","children=more","finance=convenient","has_nurs=very_crit",0.025
"136","children=more","finance=convenient","health=not_recom",0.0416666666666667
"137","children=more","finance=convenient","health=priority",0.0416666666666667
"138","children=more","finance=convenient","health=recommended",0.0416666666666667
"139","children=more","finance=convenient","housing=convenient",0.0416666666666667
"140","children=more","finance=convenient","housing=critical",0.0416666666666667
"141","children=more","finance=convenient","housing=less_conv",0.0416666666666667
"142","children=more","finance=convenient","parents=great_pret",0.0416666666666667
"143","children=more","finance=convenient","parents=pretentious",0.0416666666666667
"144","children=more","finance=convenient","parents=usual",0.0416666666666667
"145","children=more","finance=convenient","social=nonprob",0.0416666666666667
"146","children=more","finance=convenient","social=problematic",0.0416666666666667
"147","children=more","finance=convenient","social=slightly_prob",0.0416666666666667
"148","children=more","finance=inconv","form=complete",0.03125
"149","children=more","finance=inconv","form=completed",0.03125
"150","children=more","finance=inconv","form=foster",0.03125
"151","children=more","finance=inconv","form=incomplete",0.03125
"152","children=more","finance=inconv","has_nurs=critical",0.025
"153","children=more","finance=inconv","has_nurs=improper",0.025
"154","children=more","finance=inconv","has_nurs=less_proper",0.025
"155","children=more","finance=inconv","has_nurs=proper",0.025
"156","children=more","finance=inconv","has_nurs=very_crit",0.025
"157","children=more","finance=inconv","health=not_recom",0.0416666666666667
"158","children=more","finance=inconv","health=priority",0.0416666666666667
"159","children=more","finance=inconv","health=recommended",0.0416666666666667
"160","children=more","finance=inconv","housing=convenient",0.0416666666666667
"161","children=more","finance=inconv","housing=critical",0.0416666666666667
"162","children=more","finance=inconv","housing=less_conv",0.0416666666666667
"163","children=more","finance=inconv","parents=great_pret",0.0416666666666667
"164","children=more","finance=inconv","parents=pretentious",0.0416666666666667
"165","children=more","finance=inconv","parents=usual",0.0416666666666667
"166","children=more","finance=inconv","social=nonprob",0.0416666666666667
"167","children=more","finance=inconv","social=problematic",0.0416666666666667
"168","children=more","finance=inconv","social=slightly_prob",0.0416666666666667
"169","class=not_recom","finance=convenient","form=complete",0.0416666666666667
"170","class=not_recom","finance=convenient","form=completed",0.0416666666666667
"171","class=not_recom","finance=convenient","form=foster",0.0416666666666667
"172","class=not_recom","finance=convenient","form=incomplete",0.0416666666666667
"173","class=not_recom","finance=convenient","has_nurs=critical",0.0333333333333333
"174","class=not_recom","finance=convenient","has_nurs=improper",0.0333333333333333
