"","item1","item2","item3","item4","support"
"1","children=0","contraceptive.method=1","media.expo=0","wife.religion=1",0.226748133061779
"2","children=0","husband.edu=4","media.expo=0","stand.living=4",0.228784792939579
"3","children=0","husband.edu=4","media.expo=0","wife.age=0",0.271554650373388
"4","children=0","husband.edu=4","media.expo=0","wife.edu=4",0.256619144602851
"5","children=0","husband.edu=4","media.expo=0","wife.religion=1",0.315682281059063
"6","children=0","husband.edu=4","media.expo=0","wife.working=1",0.289884589273591
"7","children=0","husband.edu=4","stand.living=4","wife.age=0",0.133740665308893
"8","children=0","husband.edu=4","stand.living=4","wife.edu=4",0.173116089613035
"9","children=0","husband.edu=4","stand.living=4","wife.religion=1",0.1683638832315
"10","children=0","husband.edu=4","stand.living=4","wife.working=1",0.159538357094365
"11","children=0","husband.edu=4","wife.age=0","wife.edu=4",0.160896130346232
"12","children=0","husband.edu=4","wife.age=0","wife.religion=1",0.236252545824847
"13","children=0","husband.edu=4","wife.age=0","wife.working=1",0.200271554650373
"14","children=0","husband.edu=4","wife.edu=4","wife.religion=1",0.191446028513238
"15","children=0","husband.edu=4","wife.edu=4","wife.working=1",0.173794976238968
"16","children=0","husband.edu=4","wife.religion=1","wife.working=1",0.236252545824847
"17","children=0","husband.occu=3","media.expo=0","wife.religion=1",0.202308214528174
"18","children=0","media.expo=0","stand.living=4","wife.age=0",0.165648336727766
"19","children=0","media.expo=0","stand.living=4","wife.edu=4",0.174473862864902
"20","children=0","media.expo=0","stand.living=4","wife.religion=1",0.210454854039375
"21","children=0","media.expo=0","stand.living=4","wife.working=1",0.193482688391039
"22","children=0","media.expo=0","wife.age=0","wife.edu=4",0.167684996605567
"23","children=0","media.expo=0","wife.age=0","wife.religion=1",0.364562118126273
"24","children=0","media.expo=0","wife.age=0","wife.working=1",0.306177868295995
"25","children=0","media.expo=0","wife.edu=4","wife.religion=1",0.198234894772573
"26","children=0","media.expo=0","wife.edu=4","wife.working=1",0.179904955872369
"27","children=0","media.expo=0","wife.religion=1","wife.working=1",0.357094365241005
"28","children=0","wife.age=0","wife.religion=1","wife.working=1",0.289884589273591
"29","children=1","media.expo=0","wife.age=1","wife.religion=1",0.211133740665309
"30","children=1","media.expo=0","wife.age=1","wife.working=1",0.194840461642906
"31","children=1","media.expo=0","wife.religion=1","wife.working=1",0.238289205702648
"32","children=1","wife.age=1","wife.religion=1","wife.working=1",0.191446028513238
"33","contraceptive.method=1","media.expo=0","wife.age=0","wife.religion=1",0.184657162253904
"34","contraceptive.method=1","media.expo=0","wife.age=0","wife.working=1",0.145960624575696
"35","contraceptive.method=1","media.expo=0","wife.religion=1","wife.working=1",0.239646978954515
"36","contraceptive.method=3","media.expo=0","wife.age=0","wife.religion=1",0.194840461642906
"37","contraceptive.method=3","media.expo=0","wife.age=0","wife.working=1",0.173794976238968
"38","contraceptive.method=3","media.expo=0","wife.religion=1","wife.working=1",0.228784792939579
"39","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=4",0.205023761031908
"40","husband.edu=4","husband.occu=1","media.expo=0","wife.religion=1",0.216564833672777
"41","husband.edu=4","husband.occu=1","media.expo=0","wife.working=1",0.194161575016972
"42","husband.edu=4","husband.occu=1","wife.edu=4","wife.religion=1",0.162932790224033
"43","husband.edu=4","husband.occu=1","wife.edu=4","wife.working=1",0.146639511201629
"44","husband.edu=4","husband.occu=1","wife.religion=1","wife.working=1",0.167684996605567
"45","husband.edu=4","media.expo=0","stand.living=4","wife.age=0",0.151391717583164
"46","husband.edu=4","media.expo=0","stand.living=4","wife.age=1",0.194840461642906
"47","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4",0.252545824847251
"48","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1",0.255261371350984
"49","husband.edu=4","media.expo=0","stand.living=4","wife.working=1",0.247114731839783
"50","husband.edu=4","media.expo=0","wife.age=0","wife.edu=4",0.173794976238968
"51","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1",0.269517990495587
"52","husband.edu=4","media.expo=0","wife.age=0","wife.working=1",0.231500339443313
"53","husband.edu=4","media.expo=0","wife.age=1","wife.edu=4",0.191446028513238
"54","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1",0.202308214528174
"55","husband.edu=4","media.expo=0","wife.age=1","wife.working=1",0.211812627291242
"56","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1",0.272233536999321
"57","husband.edu=4","media.expo=0","wife.edu=4","wife.working=1",0.257976917854718
"58","husband.edu=4","media.expo=0","wife.religion=1","wife.working=1",0.359809911744739
"59","husband.edu=4","stand.living=4","wife.edu=4","wife.religion=1",0.179226069246436
"60","husband.edu=4","stand.living=4","wife.edu=4","wife.working=1",0.176510522742702
"61","husband.edu=4","stand.living=4","wife.religion=1","wife.working=1",0.190767141887305
"62","husband.edu=4","wife.age=0","wife.religion=1","wife.working=1",0.208418194161575
"63","husband.edu=4","wife.age=1","wife.religion=1","wife.working=1",0.162253903598099
"64","husband.edu=4","wife.edu=4","wife.religion=1","wife.working=1",0.200950441276307
"65","husband.occu=1","media.expo=0","wife.edu=4","wife.religion=1",0.164969450101833
"66","husband.occu=1","media.expo=0","wife.edu=4","wife.working=1",0.14867617107943
"67","husband.occu=1","media.expo=0","wife.religion=1","wife.working=1",0.179904955872369
"68","husband.occu=3","media.expo=0","wife.age=0","wife.religion=1",0.21724372029871
"69","husband.occu=3","media.expo=0","wife.age=0","wife.working=1",0.183299389002037
"70","husband.occu=3","media.expo=0","wife.religion=1","wife.working=1",0.253224711473184
"71","media.expo=0","stand.living=3","wife.religion=1","wife.working=1",0.195519348268839
"72","media.expo=0","stand.living=4","wife.age=1","wife.edu=4",0.159538357094365
"73","media.expo=0","stand.living=4","wife.age=1","wife.religion=1",0.181262729124236
"74","media.expo=0","stand.living=4","wife.age=1","wife.working=1",0.187372708757637
"75","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1",0.184657162253904
"76","media.expo=0","stand.living=4","wife.edu=4","wife.working=1",0.18194161575017
"77","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.255261371350984
"78","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.346232179226069
"79","media.expo=0","wife.age=1","wife.edu=4","wife.religion=1",0.142566191446029
"80","media.expo=0","wife.age=1","wife.edu=4","wife.working=1",0.147997284453496
"81","media.expo=0","wife.age=1","wife.religion=1","wife.working=1",0.249151391717583
"82","media.expo=0","wife.edu=3","wife.religion=1","wife.working=1",0.181262729124236
"83","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.212491513917176
