"","item1","item2","item3","item4","item5","support"
"1","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.age=0",0.13102511880516
"2","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4",0.171758316361168
"3","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1",0.1642905634759
"4","children=0","husband.edu=4","media.expo=0","stand.living=4","wife.working=1",0.156822810590631
"5","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.edu=4",0.159538357094365
"6","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1",0.230142566191446
"7","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.working=1",0.196198234894773
"8","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1",0.189409368635438
"9","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.working=1",0.172437202987101
"10","children=0","husband.edu=4","media.expo=0","wife.religion=1","wife.working=1",0.23082145281738
"11","children=0","husband.edu=4","wife.age=0","wife.religion=1","wife.working=1",0.173794976238968
"12","children=0","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.276306856754922
"13","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=4","wife.religion=1",0.161575016972166
"14","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1",0.177868295994569
"15","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.working=1",0.175831636116768
"16","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.186014935505771
"17","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.202308214528174
"18","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1","wife.working=1",0.157501697216565
"19","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.198913781398506
