"","rules","support","confidence"
"1","wife.religion=1 => media.expo=0","0.782077393075356","0.919393455706305"
"2","media.expo=0 => wife.religion=1","0.782077393075356","0.844574780058651"
"3","wife.working=1 => media.expo=0","0.693822131704005","0.925724637681159"
"4","media.expo=0 => wife.working=1","0.693822131704005","0.749266862170088"
"5","wife.working=1 => wife.religion=1","0.648336727766463","0.865036231884058"
"6","wife.religion=1 => wife.working=1","0.648336727766463","0.762170790103751"
"7","wife.religion=1,wife.working=1 => media.expo=0","0.595383570943652","0.918324607329843"
"8","media.expo=0,wife.working=1 => wife.religion=1","0.595383570943652","0.858121330724071"
"9","wife.working=1 => media.expo=0,wife.religion=1","0.595383570943652","0.794384057971015"
"10","media.expo=0,wife.religion=1 => wife.working=1","0.595383570943652","0.761284722222222"
"11","husband.edu=4 => media.expo=0","0.592668024439919","0.971078976640712"
"12","children=0 => media.expo=0","0.583842498302783","0.947136563876652"
"13","children=0 => wife.religion=1","0.513238289205703","0.832599118942731"
"14","wife.age=0 => media.expo=0","0.503733876442634","0.951282051282051"
"15","husband.edu=4 => wife.religion=1","0.486082824168364","0.796440489432703"
"16","children=0,wife.religion=1 => media.expo=0","0.48336727766463","0.941798941798942"
"17","children=0,media.expo=0 => wife.religion=1","0.48336727766463","0.827906976744186"
"18","children=0 => media.expo=0,wife.religion=1","0.48336727766463","0.784140969162996"
"19","wife.age=0 => wife.religion=1","0.477936184657162","0.902564102564103"
"20","husband.edu=4,wife.religion=1 => media.expo=0","0.471826205023761","0.970670391061452"
"21","husband.edu=4,media.expo=0 => wife.religion=1","0.471826205023761","0.79610538373425"
"22","husband.edu=4 => media.expo=0,wife.religion=1","0.471826205023761","0.773081201334817"
"23","husband.edu=4 => wife.working=1","0.456211812627291","0.747497219132369"
"24","stand.living=4 => media.expo=0","0.45213849287169","0.973684210526316"
"25","wife.age=0,wife.religion=1 => media.expo=0","0.45213849287169","0.946022727272727"
"26","media.expo=0,wife.age=0 => wife.religion=1","0.45213849287169","0.897574123989218"
"27","wife.age=0 => media.expo=0,wife.religion=1","0.45213849287169","0.853846153846154"
