"","rules","support","confidence"
"1","wife.religion=1 => media.expo=0","0.782077393075356","0.919393455706305"
"2","wife.working=1 => media.expo=0","0.693822131704005","0.925724637681159"
"3","wife.religion=1,wife.working=1 => media.expo=0","0.595383570943652","0.918324607329843"
"4","husband.edu=4 => media.expo=0","0.592668024439919","0.971078976640712"
"5","children=0 => media.expo=0","0.583842498302783","0.947136563876652"
"6","wife.age=0 => media.expo=0","0.503733876442634","0.951282051282051"
"7","children=0,wife.religion=1 => media.expo=0","0.48336727766463","0.941798941798942"
"8","wife.age=0 => wife.religion=1","0.477936184657162","0.902564102564103"
"9","husband.edu=4,wife.religion=1 => media.expo=0","0.471826205023761","0.970670391061452"
"10","stand.living=4 => media.expo=0","0.45213849287169","0.973684210526316"
"11","wife.age=0,wife.religion=1 => media.expo=0","0.45213849287169","0.946022727272727"
"12","husband.edu=4,wife.working=1 => media.expo=0","0.443312966734555","0.97172619047619"
"13","children=0,wife.working=1 => media.expo=0","0.424304141208418","0.948406676783004"
"14","children=0,wife.age=0 => media.expo=0","0.410726408689749","0.957278481012658"
"15","children=0,husband.edu=4 => media.expo=0","0.401900882552614","0.976897689768977"
"16","wife.edu=4 => media.expo=0","0.387644263408011","0.989601386481802"
"17","wife.age=0,wife.working=1 => media.expo=0","0.380855397148676","0.947635135135135"
"18","wife.edu=4 => husband.edu=4","0.369314324507807","0.942807625649913"
"19","wife.age=0,wife.working=1 => wife.religion=1","0.367277664630007","0.913851351351351"
"20","husband.edu=4,wife.edu=4 => media.expo=0","0.365241004752206","0.988970588235294"
"21","media.expo=0,wife.edu=4 => husband.edu=4","0.365241004752206","0.942206654991244"
"22","wife.edu=4 => husband.edu=4,media.expo=0","0.365241004752206","0.932409012131716"
"23","children=0,wife.age=0,wife.religion=1 => media.expo=0","0.364562118126273","0.952127659574468"
"24","husband.occu=3 => media.expo=0","0.360488798370672","0.907692307692308"
"25","husband.edu=4,wife.religion=1,wife.working=1 => media.expo=0","0.359809911744739","0.970695970695971"
"26","children=0,wife.religion=1,wife.working=1 => media.expo=0","0.357094365241005","0.940966010733453"
"27","stand.living=4,wife.religion=1 => media.expo=0","0.347589952477936","0.967863894139886"
"28","husband.edu=4,stand.living=4 => media.expo=0","0.346232179226069","0.980769230769231"
"29","wife.age=0,wife.religion=1,wife.working=1 => media.expo=0","0.346232179226069","0.942698706099815"
"30","media.expo=0,wife.age=0,wife.working=1 => wife.religion=1","0.346232179226069","0.909090909090909"
"31","contraceptive.method=3 => media.expo=0","0.329938900203666","0.951076320939335"
"32","stand.living=4,wife.working=1 => media.expo=0","0.324507807196198","0.975510204081633"
"33","husband.occu=3,wife.religion=1 => media.expo=0","0.323150033944331","0.906666666666667"
"34","children=0,husband.edu=4,wife.religion=1 => media.expo=0","0.315682281059063","0.974842767295598"
"35","husband.edu=4,wife.age=0 => media.expo=0","0.314324507807196","0.974736842105263"
"36","wife.age=1,wife.working=1 => media.expo=0","0.312966734555329","0.900390625"
"37","children=0,wife.age=0,wife.working=1 => media.expo=0","0.306177868295995","0.957537154989384"
