"","item1","item2","item3","item4","support"
"1","children=0","contraceptive.method=1","husband.edu=4","media.expo=0",0.169721656483367
"2","children=0","contraceptive.method=1","media.expo=0","wife.age=0",0.178547182620502
"3","children=0","contraceptive.method=1","media.expo=0","wife.religion=1",0.226748133061779
"4","children=0","contraceptive.method=1","media.expo=0","wife.working=1",0.18397827562797
"5","children=0","contraceptive.method=1","wife.age=0","wife.religion=1",0.169721656483367
"6","children=0","contraceptive.method=1","wife.religion=1","wife.working=1",0.170400543109301
"7","children=0","contraceptive.method=3","media.expo=0","wife.age=0",0.159538357094365
"8","children=0","contraceptive.method=3","media.expo=0","wife.religion=1",0.169042769857434
"9","children=0","contraceptive.method=3","media.expo=0","wife.working=1",0.160217243720299
"10","children=0","contraceptive.method=3","wife.age=0","wife.religion=1",0.151391717583164
"11","children=0","husband.edu=4","husband.occu=1","media.expo=0",0.172437202987101
"12","children=0","husband.edu=4","media.expo=0","stand.living=4",0.228784792939579
"13","children=0","husband.edu=4","media.expo=0","wife.age=0",0.271554650373388
"14","children=0","husband.edu=4","media.expo=0","wife.edu=4",0.256619144602851
"15","children=0","husband.edu=4","media.expo=0","wife.religion=1",0.315682281059063
"16","children=0","husband.edu=4","media.expo=0","wife.working=1",0.289884589273591
"17","children=0","husband.edu=4","stand.living=4","wife.edu=4",0.173116089613035
"18","children=0","husband.edu=4","stand.living=4","wife.religion=1",0.1683638832315
"19","children=0","husband.edu=4","stand.living=4","wife.working=1",0.159538357094365
"20","children=0","husband.edu=4","wife.age=0","wife.edu=4",0.160896130346232
"21","children=0","husband.edu=4","wife.age=0","wife.religion=1",0.236252545824847
"22","children=0","husband.edu=4","wife.age=0","wife.working=1",0.200271554650373
"23","children=0","husband.edu=4","wife.edu=4","wife.religion=1",0.191446028513238
"24","children=0","husband.edu=4","wife.edu=4","wife.working=1",0.173794976238968
"25","children=0","husband.edu=4","wife.religion=1","wife.working=1",0.236252545824847
"26","children=0","husband.occu=3","media.expo=0","wife.age=0",0.181262729124236
"27","children=0","husband.occu=3","media.expo=0","wife.religion=1",0.202308214528174
"28","children=0","husband.occu=3","media.expo=0","wife.working=1",0.178547182620502
"29","children=0","husband.occu=3","wife.age=0","wife.religion=1",0.181262729124236
"30","children=0","husband.occu=3","wife.age=0","wife.working=1",0.150033944331297
"31","children=0","husband.occu=3","wife.religion=1","wife.working=1",0.167006109979633
"32","children=0","media.expo=0","stand.living=3","wife.religion=1",0.151391717583164
"33","children=0","media.expo=0","stand.living=4","wife.age=0",0.165648336727766
"34","children=0","media.expo=0","stand.living=4","wife.edu=4",0.174473862864902
"35","children=0","media.expo=0","stand.living=4","wife.religion=1",0.210454854039375
"36","children=0","media.expo=0","stand.living=4","wife.working=1",0.193482688391039
"37","children=0","media.expo=0","wife.age=0","wife.edu=4",0.167684996605567
"38","children=0","media.expo=0","wife.age=0","wife.religion=1",0.364562118126273
"39","children=0","media.expo=0","wife.age=0","wife.working=1",0.306177868295995
"40","children=0","media.expo=0","wife.edu=4","wife.religion=1",0.198234894772573
"41","children=0","media.expo=0","wife.edu=4","wife.working=1",0.179904955872369
"42","children=0","media.expo=0","wife.religion=1","wife.working=1",0.357094365241005
"43","children=0","wife.age=0","wife.religion=1","wife.working=1",0.289884589273591
"44","children=1","husband.edu=4","media.expo=0","wife.religion=1",0.156143923964698
"45","children=1","husband.edu=4","media.expo=0","wife.working=1",0.153428377460964
"46","children=1","media.expo=0","wife.age=1","wife.religion=1",0.211133740665309
"47","children=1","media.expo=0","wife.age=1","wife.working=1",0.194840461642906
"48","children=1","media.expo=0","wife.religion=1","wife.working=1",0.238289205702648
"49","children=1","wife.age=1","wife.religion=1","wife.working=1",0.191446028513238
"50","contraceptive.method=1","husband.edu=4","media.expo=0","wife.religion=1",0.181262729124236
"51","contraceptive.method=1","husband.edu=4","media.expo=0","wife.working=1",0.158859470468432
