"","item1","item2","item3","item4","support"
"1","children=1","class=not_recom","health=not_recom","housing=convenient",0.0277777777777778
"2","children=1","class=not_recom","health=not_recom","housing=critical",0.0277777777777778
"3","children=1","class=not_recom","health=not_recom","housing=less_conv",0.0277777777777778
"4","children=1","class=not_recom","health=not_recom","parents=great_pret",0.0277777777777778
"5","children=1","class=not_recom","health=not_recom","parents=pretentious",0.0277777777777778
"6","children=1","class=not_recom","health=not_recom","parents=usual",0.0277777777777778
"7","children=1","class=not_recom","health=not_recom","social=nonprob",0.0277777777777778
"8","children=1","class=not_recom","health=not_recom","social=problematic",0.0277777777777778
"9","children=1","class=not_recom","health=not_recom","social=slightly_prob",0.0277777777777778
"10","children=2","class=not_recom","health=not_recom","housing=convenient",0.0277777777777778
"11","children=2","class=not_recom","health=not_recom","housing=critical",0.0277777777777778
"12","children=2","class=not_recom","health=not_recom","housing=less_conv",0.0277777777777778
"13","children=2","class=not_recom","health=not_recom","parents=great_pret",0.0277777777777778
"14","children=2","class=not_recom","health=not_recom","parents=pretentious",0.0277777777777778
"15","children=2","class=not_recom","health=not_recom","parents=usual",0.0277777777777778
"16","children=2","class=not_recom","health=not_recom","social=nonprob",0.0277777777777778
"17","children=2","class=not_recom","health=not_recom","social=problematic",0.0277777777777778
"18","children=2","class=not_recom","health=not_recom","social=slightly_prob",0.0277777777777778
"19","children=3","class=not_recom","health=not_recom","housing=convenient",0.0277777777777778
"20","children=3","class=not_recom","health=not_recom","housing=critical",0.0277777777777778
"21","children=3","class=not_recom","health=not_recom","housing=less_conv",0.0277777777777778
"22","children=3","class=not_recom","health=not_recom","parents=great_pret",0.0277777777777778
"23","children=3","class=not_recom","health=not_recom","parents=pretentious",0.0277777777777778
"24","children=3","class=not_recom","health=not_recom","parents=usual",0.0277777777777778
"25","children=3","class=not_recom","health=not_recom","social=nonprob",0.0277777777777778
"26","children=3","class=not_recom","health=not_recom","social=problematic",0.0277777777777778
"27","children=3","class=not_recom","health=not_recom","social=slightly_prob",0.0277777777777778
"28","children=3","class=spec_prior","health=priority","housing=convenient",0.0148148148148148
"29","children=3","class=spec_prior","health=priority","housing=critical",0.0185185185185185
"30","children=3","class=spec_prior","health=priority","housing=less_conv",0.0185185185185185
"31","children=3","class=spec_prior","health=priority","parents=great_pret",0.0259259259259259
"32","children=3","class=spec_prior","health=priority","parents=pretentious",0.0157407407407407
"33","children=3","class=spec_prior","health=priority","parents=usual",0.0101851851851852
"34","children=3","class=spec_prior","health=priority","social=nonprob",0.0172839506172839
"35","children=3","class=spec_prior","health=priority","social=problematic",0.0172839506172839
"36","children=3","class=spec_prior","health=priority","social=slightly_prob",0.0172839506172839
"37","children=more","class=not_recom","health=not_recom","housing=convenient",0.0277777777777778
"38","children=more","class=not_recom","health=not_recom","housing=critical",0.0277777777777778
"39","children=more","class=not_recom","health=not_recom","housing=less_conv",0.0277777777777778
"40","children=more","class=not_recom","health=not_recom","parents=great_pret",0.0277777777777778
"41","children=more","class=not_recom","health=not_recom","parents=pretentious",0.0277777777777778
"42","children=more","class=not_recom","health=not_recom","parents=usual",0.0277777777777778
"43","children=more","class=not_recom","health=not_recom","social=nonprob",0.0277777777777778
"44","children=more","class=not_recom","health=not_recom","social=problematic",0.0277777777777778
"45","children=more","class=not_recom","health=not_recom","social=slightly_prob",0.0277777777777778
"46","children=more","class=spec_prior","health=priority","housing=convenient",0.0148148148148148
"47","children=more","class=spec_prior","health=priority","housing=critical",0.0185185185185185
"48","children=more","class=spec_prior","health=priority","housing=less_conv",0.0185185185185185
"49","children=more","class=spec_prior","health=priority","parents=great_pret",0.0259259259259259
"50","children=more","class=spec_prior","health=priority","parents=pretentious",0.0157407407407407
"51","children=more","class=spec_prior","health=priority","parents=usual",0.0101851851851852
"52","children=more","class=spec_prior","health=priority","social=nonprob",0.0172839506172839
"53","children=more","class=spec_prior","health=priority","social=problematic",0.0172839506172839
"54","children=more","class=spec_prior","health=priority","social=slightly_prob",0.0172839506172839
"55","class=not_recom","finance=convenient","health=not_recom","housing=convenient",0.0555555555555556
"56","class=not_recom","finance=convenient","health=not_recom","housing=critical",0.0555555555555556
"57","class=not_recom","finance=convenient","health=not_recom","housing=less_conv",0.0555555555555556
"58","class=not_recom","finance=convenient","health=not_recom","parents=great_pret",0.0555555555555556
"59","class=not_recom","finance=convenient","health=not_recom","parents=pretentious",0.0555555555555556
"60","class=not_recom","finance=convenient","health=not_recom","parents=usual",0.0555555555555556
"61","class=not_recom","finance=convenient","health=not_recom","social=nonprob",0.0555555555555556
"62","class=not_recom","finance=convenient","health=not_recom","social=problematic",0.0555555555555556
"63","class=not_recom","finance=convenient","health=not_recom","social=slightly_prob",0.0555555555555556
"64","class=not_recom","finance=convenient","housing=convenient","parents=great_pret",0.0185185185185185
"65","class=not_recom","finance=convenient","housing=convenient","parents=pretentious",0.0185185185185185
"66","class=not_recom","finance=convenient","housing=convenient","parents=usual",0.0185185185185185
"67","class=not_recom","finance=convenient","housing=convenient","social=nonprob",0.0185185185185185
"68","class=not_recom","finance=convenient","housing=convenient","social=problematic",0.0185185185185185
"69","class=not_recom","finance=convenient","housing=convenient","social=slightly_prob",0.0185185185185185
"70","class=not_recom","finance=convenient","housing=critical","parents=great_pret",0.0185185185185185
"71","class=not_recom","finance=convenient","housing=critical","parents=pretentious",0.0185185185185185
"72","class=not_recom","finance=convenient","housing=critical","parents=usual",0.0185185185185185
"73","class=not_recom","finance=convenient","housing=critical","social=nonprob",0.0185185185185185
"74","class=not_recom","finance=convenient","housing=critical","social=problematic",0.0185185185185185
"75","class=not_recom","finance=convenient","housing=critical","social=slightly_prob",0.0185185185185185
"76","class=not_recom","finance=convenient","housing=less_conv","parents=great_pret",0.0185185185185185
"77","class=not_recom","finance=convenient","housing=less_conv","parents=pretentious",0.0185185185185185
"78","class=not_recom","finance=convenient","housing=less_conv","parents=usual",0.0185185185185185
"79","class=not_recom","finance=convenient","housing=less_conv","social=nonprob",0.0185185185185185
"80","class=not_recom","finance=convenient","housing=less_conv","social=problematic",0.0185185185185185
"81","class=not_recom","finance=convenient","housing=less_conv","social=slightly_prob",0.0185185185185185
"82","class=not_recom","finance=convenient","parents=great_pret","social=nonprob",0.0185185185185185
"83","class=not_recom","finance=convenient","parents=great_pret","social=problematic",0.0185185185185185
"84","class=not_recom","finance=convenient","parents=great_pret","social=slightly_prob",0.0185185185185185
"85","class=not_recom","finance=convenient","parents=pretentious","social=nonprob",0.0185185185185185
"86","class=not_recom","finance=convenient","parents=pretentious","social=problematic",0.0185185185185185
"87","class=not_recom","finance=convenient","parents=pretentious","social=slightly_prob",0.0185185185185185
"88","class=not_recom","finance=convenient","parents=usual","social=nonprob",0.0185185185185185
"89","class=not_recom","finance=convenient","parents=usual","social=problematic",0.0185185185185185
"90","class=not_recom","finance=convenient","parents=usual","social=slightly_prob",0.0185185185185185
"91","class=not_recom","finance=inconv","health=not_recom","housing=convenient",0.0555555555555556
"92","class=not_recom","finance=inconv","health=not_recom","housing=critical",0.0555555555555556
"93","class=not_recom","finance=inconv","health=not_recom","housing=less_conv",0.0555555555555556
"94","class=not_recom","finance=inconv","health=not_recom","parents=great_pret",0.0555555555555556
"95","class=not_recom","finance=inconv","health=not_recom","parents=pretentious",0.0555555555555556
"96","class=not_recom","finance=inconv","health=not_recom","parents=usual",0.0555555555555556
"97","class=not_recom","finance=inconv","health=not_recom","social=nonprob",0.0555555555555556
"98","class=not_recom","finance=inconv","health=not_recom","social=problematic",0.0555555555555556
"99","class=not_recom","finance=inconv","health=not_recom","social=slightly_prob",0.0555555555555556
"100","class=not_recom","finance=inconv","housing=convenient","parents=great_pret",0.0185185185185185
"101","class=not_recom","finance=inconv","housing=convenient","parents=pretentious",0.0185185185185185
"102","class=not_recom","finance=inconv","housing=convenient","parents=usual",0.0185185185185185
"103","class=not_recom","finance=inconv","housing=convenient","social=nonprob",0.0185185185185185
"104","class=not_recom","finance=inconv","housing=convenient","social=problematic",0.0185185185185185
"105","class=not_recom","finance=inconv","housing=convenient","social=slightly_prob",0.0185185185185185
"106","class=not_recom","finance=inconv","housing=critical","parents=great_pret",0.0185185185185185
"107","class=not_recom","finance=inconv","housing=critical","parents=pretentious",0.0185185185185185
"108","class=not_recom","finance=inconv","housing=critical","parents=usual",0.0185185185185185
"109","class=not_recom","finance=inconv","housing=critical","social=nonprob",0.0185185185185185
"110","class=not_recom","finance=inconv","housing=critical","social=problematic",0.0185185185185185
"111","class=not_recom","finance=inconv","housing=critical","social=slightly_prob",0.0185185185185185
"112","class=not_recom","finance=inconv","housing=less_conv","parents=great_pret",0.0185185185185185
"113","class=not_recom","finance=inconv","housing=less_conv","parents=pretentious",0.0185185185185185
"114","class=not_recom","finance=inconv","housing=less_conv","parents=usual",0.0185185185185185
"115","class=not_recom","finance=inconv","housing=less_conv","social=nonprob",0.0185185185185185
"116","class=not_recom","finance=inconv","housing=less_conv","social=problematic",0.0185185185185185
"117","class=not_recom","finance=inconv","housing=less_conv","social=slightly_prob",0.0185185185185185
"118","class=not_recom","finance=inconv","parents=great_pret","social=nonprob",0.0185185185185185
"119","class=not_recom","finance=inconv","parents=great_pret","social=problematic",0.0185185185185185
"120","class=not_recom","finance=inconv","parents=great_pret","social=slightly_prob",0.0185185185185185
"121","class=not_recom","finance=inconv","parents=pretentious","social=nonprob",0.0185185185185185
