"","item1","item2","item3","support"
"1","children=0","contraceptive.method=1","husband.edu=4",0.175152749490835
"2","children=0","contraceptive.method=1","husband.occu=1",0.0773930753564155
"3","children=0","contraceptive.method=1","husband.occu=2",0.0835030549898167
"4","children=0","contraceptive.method=1","husband.occu=3",0.119484046164291
"5","children=0","contraceptive.method=1","media.expo=0",0.26612355736592
"6","children=0","contraceptive.method=1","stand.living=3",0.0807875084860828
"7","children=0","contraceptive.method=1","stand.living=4",0.122878479293958
"8","children=0","contraceptive.method=1","wife.age=0",0.186693822131704
"9","children=0","contraceptive.method=1","wife.age=1",0.09979633401222
"10","children=0","contraceptive.method=1","wife.edu=3",0.0821452817379498
"11","children=0","contraceptive.method=1","wife.edu=4",0.0977596741344195
"12","children=0","contraceptive.method=1","wife.religion=1",0.246435845213849
"13","children=0","contraceptive.method=1","wife.working=0",0.0889341479972845
"14","children=0","contraceptive.method=1","wife.working=1",0.19755600814664
"15","children=0","contraceptive.method=3","husband.edu=4",0.135777325186694
"16","children=0","contraceptive.method=3","husband.occu=1",0.0482009504412763
"17","children=0","contraceptive.method=3","husband.occu=2",0.0610997963340122
"18","children=0","contraceptive.method=3","husband.occu=3",0.0991174473862865
"19","children=0","contraceptive.method=3","media.expo=0",0.202987101154107
"20","children=0","contraceptive.method=3","stand.living=3",0.0644942294636796
"21","children=0","contraceptive.method=3","stand.living=4",0.0950441276306857
"22","children=0","contraceptive.method=3","wife.age=0",0.1683638832315
"23","children=0","contraceptive.method=3","wife.age=1",0.044806517311609
"24","children=0","contraceptive.method=3","wife.edu=3",0.0644942294636796
"25","children=0","contraceptive.method=3","wife.edu=4",0.0957230142566191
"26","children=0","contraceptive.method=3","wife.religion=1",0.177868295994569
"27","children=0","contraceptive.method=3","wife.working=0",0.0441276306856755
"28","children=0","contraceptive.method=3","wife.working=1",0.169042769857434
"29","children=0","husband.edu=4","husband.occu=1",0.175152749490835
"30","children=0","husband.edu=4","husband.occu=2",0.0957230142566191
"31","children=0","husband.edu=4","husband.occu=3",0.132382892057026
"32","children=0","husband.edu=4","media.expo=0",0.401900882552614
"33","children=0","husband.edu=4","stand.living=3",0.123557365919891
"34","children=0","husband.edu=4","stand.living=4",0.233536999321113
"35","children=0","husband.edu=4","wife.age=0",0.277664630006789
"36","children=0","husband.edu=4","wife.age=1",0.133740665308893
"37","children=0","husband.edu=4","wife.edu=3",0.100475220638153
"38","children=0","husband.edu=4","wife.edu=4",0.259334691106585
"39","children=0","husband.edu=4","wife.religion=1",0.323828920570265
"40","children=0","husband.edu=4","wife.working=0",0.116089613034623
"41","children=0","husband.edu=4","wife.working=1",0.295315682281059
"42","children=0","husband.occu=1","media.expo=0",0.179904955872369
"43","children=0","husband.occu=1","stand.living=3",0.0495587236931432
"44","children=0","husband.occu=1","stand.living=4",0.120841819416158
"45","children=0","husband.occu=1","wife.age=0",0.108621860149355
"46","children=0","husband.occu=1","wife.age=1",0.0739986422267481
"47","children=0","husband.occu=1","wife.edu=3",0.0271554650373388
"48","children=0","husband.occu=1","wife.edu=4",0.140529531568228
"49","children=0","husband.occu=1","wife.religion=1",0.150033944331297
"50","children=0","husband.occu=1","wife.working=0",0.0522742701968771
"51","children=0","husband.occu=1","wife.working=1",0.130346232179226
"52","children=0","husband.occu=2","media.expo=0",0.159538357094365
"53","children=0","husband.occu=2","stand.living=3",0.0441276306856755
"54","children=0","husband.occu=2","stand.living=4",0.0807875084860828
"55","children=0","husband.occu=2","wife.age=0",0.116768499660557
"56","children=0","husband.occu=2","wife.age=1",0.0529531568228106
"57","children=0","husband.occu=2","wife.edu=3",0.0610997963340122
"58","children=0","husband.occu=2","wife.edu=4",0.0617786829599457
"59","children=0","husband.occu=2","wife.religion=1",0.133740665308893
"60","children=0","husband.occu=2","wife.working=0",0.0488798370672098
"61","children=0","husband.occu=2","wife.working=1",0.120841819416158
"62","children=0","husband.occu=3","media.expo=0",0.233536999321113
