"","rules","support","confidence"
"1","persons=2 => class=unacc","0.333333333333333","1"
"2","safety=low => class=unacc","0.333333333333333","1"
"3","lug_boot=big,persons=2 => class=unacc","0.111111111111111","1"
"4","lug_boot=big,safety=low => class=unacc","0.111111111111111","1"
"5","lug_boot=med,persons=2 => class=unacc","0.111111111111111","1"
"6","lug_boot=med,safety=low => class=unacc","0.111111111111111","1"
"7","lug_boot=small,persons=2 => class=unacc","0.111111111111111","1"
"8","lug_boot=small,safety=low => class=unacc","0.111111111111111","1"
"9","persons=2,safety=high => class=unacc","0.111111111111111","1"
"10","persons=2,safety=low => class=unacc","0.111111111111111","1"
"11","persons=2,safety=med => class=unacc","0.111111111111111","1"
"12","persons=4,safety=low => class=unacc","0.111111111111111","1"
"13","persons=more,safety=low => class=unacc","0.111111111111111","1"
"14","buying=high,persons=2 => class=unacc","0.0833333333333333","1"
"15","buying=high,safety=low => class=unacc","0.0833333333333333","1"
"16","buying=low,persons=2 => class=unacc","0.0833333333333333","1"
"17","buying=low,safety=low => class=unacc","0.0833333333333333","1"
"18","buying=med,persons=2 => class=unacc","0.0833333333333333","1"
"19","buying=med,safety=low => class=unacc","0.0833333333333333","1"
"20","buying=vhigh,persons=2 => class=unacc","0.0833333333333333","1"
"21","buying=vhigh,safety=low => class=unacc","0.0833333333333333","1"
"22","doors=2,persons=2 => class=unacc","0.0833333333333333","1"
"23","doors=2,safety=low => class=unacc","0.0833333333333333","1"
"24","doors=3,persons=2 => class=unacc","0.0833333333333333","1"
"25","doors=3,safety=low => class=unacc","0.0833333333333333","1"
"26","doors=4,persons=2 => class=unacc","0.0833333333333333","1"
"27","doors=4,safety=low => class=unacc","0.0833333333333333","1"
"28","doors=5more,persons=2 => class=unacc","0.0833333333333333","1"
"29","doors=5more,safety=low => class=unacc","0.0833333333333333","1"
"30","maint=high,persons=2 => class=unacc","0.0833333333333333","1"
"31","maint=high,safety=low => class=unacc","0.0833333333333333","1"
"32","maint=low,persons=2 => class=unacc","0.0833333333333333","1"
"33","maint=low,safety=low => class=unacc","0.0833333333333333","1"
"34","maint=med,persons=2 => class=unacc","0.0833333333333333","1"
"35","maint=med,safety=low => class=unacc","0.0833333333333333","1"
"36","maint=vhigh,persons=2 => class=unacc","0.0833333333333333","1"
"37","maint=vhigh,safety=low => class=unacc","0.0833333333333333","1"
"38","buying=vhigh,lug_boot=small => class=unacc","0.0752314814814815","0.902777777777778"
"39","lug_boot=small,maint=vhigh => class=unacc","0.0752314814814815","0.902777777777778"
"40","buying=high,maint=vhigh => class=unacc","0.0625","1"
"41","buying=vhigh,maint=high => class=unacc","0.0625","1"
"42","buying=vhigh,maint=vhigh => class=unacc","0.0625","1"
