"","rules","support","confidence"
"1","persons=2 => class=unacc","0.333333333333333","1"
"2","safety=low => class=unacc","0.333333333333333","1"
"3","lug_boot=small => class=unacc","0.260416666666667","0.78125"
"4","buying=vhigh => class=unacc","0.208333333333333","0.833333333333333"
"5","maint=vhigh => class=unacc","0.208333333333333","0.833333333333333"
"6","doors=2 => class=unacc","0.188657407407407","0.75462962962963"
"7","buying=high => class=unacc","0.1875","0.75"
"8","maint=high => class=unacc","0.181712962962963","0.726851851851852"
"9","lug_boot=big,persons=2 => class=unacc","0.111111111111111","1"
"10","lug_boot=big,safety=low => class=unacc","0.111111111111111","1"
"11","lug_boot=med,persons=2 => class=unacc","0.111111111111111","1"
"12","lug_boot=med,safety=low => class=unacc","0.111111111111111","1"
"13","lug_boot=small,persons=2 => class=unacc","0.111111111111111","1"
"14","lug_boot=small,safety=low => class=unacc","0.111111111111111","1"
"15","persons=2,safety=high => class=unacc","0.111111111111111","1"
"16","persons=2,safety=low => class=unacc","0.111111111111111","1"
"17","persons=2,safety=med => class=unacc","0.111111111111111","1"
"18","persons=4,safety=low => class=unacc","0.111111111111111","1"
"19","persons=more,safety=low => class=unacc","0.111111111111111","1"
"20","lug_boot=small,safety=med => class=unacc","0.0908564814814815","0.817708333333333"
"21","buying=high,persons=2 => class=unacc","0.0833333333333333","1"
"22","buying=high,safety=low => class=unacc","0.0833333333333333","1"
"23","buying=low,persons=2 => class=unacc","0.0833333333333333","1"
"24","buying=low,safety=low => class=unacc","0.0833333333333333","1"
"25","buying=med,persons=2 => class=unacc","0.0833333333333333","1"
"26","buying=med,safety=low => class=unacc","0.0833333333333333","1"
"27","buying=vhigh,persons=2 => class=unacc","0.0833333333333333","1"
"28","buying=vhigh,safety=low => class=unacc","0.0833333333333333","1"
"29","doors=2,persons=2 => class=unacc","0.0833333333333333","1"
"30","doors=2,safety=low => class=unacc","0.0833333333333333","1"
"31","doors=3,persons=2 => class=unacc","0.0833333333333333","1"
"32","doors=3,safety=low => class=unacc","0.0833333333333333","1"
"33","doors=4,persons=2 => class=unacc","0.0833333333333333","1"
"34","doors=4,safety=low => class=unacc","0.0833333333333333","1"
"35","doors=5more,persons=2 => class=unacc","0.0833333333333333","1"
"36","doors=5more,safety=low => class=unacc","0.0833333333333333","1"
"37","maint=high,persons=2 => class=unacc","0.0833333333333333","1"
"38","maint=high,safety=low => class=unacc","0.0833333333333333","1"
"39","maint=low,persons=2 => class=unacc","0.0833333333333333","1"
"40","maint=low,safety=low => class=unacc","0.0833333333333333","1"
"41","maint=med,persons=2 => class=unacc","0.0833333333333333","1"
"42","maint=med,safety=low => class=unacc","0.0833333333333333","1"
"43","maint=vhigh,persons=2 => class=unacc","0.0833333333333333","1"
"44","maint=vhigh,safety=low => class=unacc","0.0833333333333333","1"
"45","lug_boot=small,persons=more => class=unacc","0.0798611111111111","0.71875"
"46","buying=vhigh,lug_boot=small => class=unacc","0.0752314814814815","0.902777777777778"
"47","lug_boot=small,maint=vhigh => class=unacc","0.0752314814814815","0.902777777777778"
"48","doors=2,lug_boot=small => class=unacc","0.0729166666666667","0.875"
"49","buying=high,lug_boot=small => class=unacc","0.0711805555555556","0.854166666666667"
"50","buying=vhigh,lug_boot=med => class=unacc","0.068287037037037","0.819444444444444"
"51","buying=vhigh,safety=med => class=unacc","0.068287037037037","0.819444444444444"
"52","lug_boot=med,maint=vhigh => class=unacc","0.068287037037037","0.819444444444444"
"53","maint=vhigh,safety=med => class=unacc","0.068287037037037","0.819444444444444"
"54","lug_boot=small,maint=high => class=unacc","0.0671296296296296","0.805555555555556"
"55","buying=vhigh,lug_boot=big => class=unacc","0.0648148148148148","0.777777777777778"
"56","lug_boot=big,maint=vhigh => class=unacc","0.0648148148148148","0.777777777777778"
"57","buying=high,maint=vhigh => class=unacc","0.0625","1"
"58","buying=vhigh,maint=high => class=unacc","0.0625","1"
"59","buying=vhigh,maint=vhigh => class=unacc","0.0625","1"
"60","buying=vhigh,persons=4 => class=unacc","0.0625","0.75"
"61","buying=vhigh,persons=more => class=unacc","0.0625","0.75"
"62","doors=2,lug_boot=med => class=unacc","0.0625","0.75"
"63","doors=3,lug_boot=small => class=unacc","0.0625","0.75"
"64","doors=4,lug_boot=small => class=unacc","0.0625","0.75"
"65","doors=5more,lug_boot=small => class=unacc","0.0625","0.75"
"66","maint=vhigh,persons=4 => class=unacc","0.0625","0.75"
"67","maint=vhigh,persons=more => class=unacc","0.0625","0.75"
"68","buying=high,lug_boot=med => class=unacc","0.0607638888888889","0.729166666666667"
"69","buying=high,safety=med => class=unacc","0.0607638888888889","0.729166666666667"
"70","doors=2,safety=med => class=unacc","0.0596064814814815","0.715277777777778"
"71","buying=med,lug_boot=small => class=unacc","0.0590277777777778","0.708333333333333"
"72","lug_boot=med,maint=high => class=unacc","0.0590277777777778","0.708333333333333"
"73","lug_boot=small,maint=low => class=unacc","0.0590277777777778","0.708333333333333"
"74","lug_boot=small,maint=med => class=unacc","0.0590277777777778","0.708333333333333"
"75","buying=vhigh,doors=2 => class=unacc","0.0543981481481481","0.87037037037037"
"76","doors=2,maint=vhigh => class=unacc","0.0543981481481481","0.87037037037037"
"77","buying=vhigh,doors=3 => class=unacc","0.0520833333333333","0.833333333333333"
"78","doors=3,maint=vhigh => class=unacc","0.0520833333333333","0.833333333333333"
"79","buying=vhigh,doors=4 => class=unacc","0.0509259259259259","0.814814814814815"
"80","buying=vhigh,doors=5more => class=unacc","0.0509259259259259","0.814814814814815"
"81","doors=4,maint=vhigh => class=unacc","0.0509259259259259","0.814814814814815"
"82","doors=5more,maint=vhigh => class=unacc","0.0509259259259259","0.814814814814815"
"83","buying=high,doors=2 => class=unacc","0.0503472222222222","0.805555555555556"
