"","rules","support","confidence"
"1","persons=2 => class=unacc","0.333333333333333","1"
"2","safety=low => class=unacc","0.333333333333333","1"
"3","buying=vhigh => class=unacc","0.208333333333333","0.833333333333333"
"4","maint=vhigh => class=unacc","0.208333333333333","0.833333333333333"
"5","lug_boot=big,persons=2 => class=unacc","0.111111111111111","1"
"6","lug_boot=big,safety=low => class=unacc","0.111111111111111","1"
"7","lug_boot=med,persons=2 => class=unacc","0.111111111111111","1"
"8","lug_boot=med,safety=low => class=unacc","0.111111111111111","1"
"9","lug_boot=small,persons=2 => class=unacc","0.111111111111111","1"
"10","lug_boot=small,safety=low => class=unacc","0.111111111111111","1"
"11","persons=2,safety=high => class=unacc","0.111111111111111","1"
"12","persons=2,safety=low => class=unacc","0.111111111111111","1"
"13","persons=2,safety=med => class=unacc","0.111111111111111","1"
"14","persons=4,safety=low => class=unacc","0.111111111111111","1"
"15","persons=more,safety=low => class=unacc","0.111111111111111","1"
"16","lug_boot=small,safety=med => class=unacc","0.0908564814814815","0.817708333333333"
"17","buying=high,persons=2 => class=unacc","0.0833333333333333","1"
"18","buying=high,safety=low => class=unacc","0.0833333333333333","1"
"19","buying=low,persons=2 => class=unacc","0.0833333333333333","1"
"20","buying=low,safety=low => class=unacc","0.0833333333333333","1"
"21","buying=med,persons=2 => class=unacc","0.0833333333333333","1"
"22","buying=med,safety=low => class=unacc","0.0833333333333333","1"
"23","buying=vhigh,persons=2 => class=unacc","0.0833333333333333","1"
"24","buying=vhigh,safety=low => class=unacc","0.0833333333333333","1"
"25","doors=2,persons=2 => class=unacc","0.0833333333333333","1"
"26","doors=2,safety=low => class=unacc","0.0833333333333333","1"
"27","doors=3,persons=2 => class=unacc","0.0833333333333333","1"
"28","doors=3,safety=low => class=unacc","0.0833333333333333","1"
"29","doors=4,persons=2 => class=unacc","0.0833333333333333","1"
"30","doors=4,safety=low => class=unacc","0.0833333333333333","1"
"31","doors=5more,persons=2 => class=unacc","0.0833333333333333","1"
"32","doors=5more,safety=low => class=unacc","0.0833333333333333","1"
"33","maint=high,persons=2 => class=unacc","0.0833333333333333","1"
"34","maint=high,safety=low => class=unacc","0.0833333333333333","1"
"35","maint=low,persons=2 => class=unacc","0.0833333333333333","1"
"36","maint=low,safety=low => class=unacc","0.0833333333333333","1"
"37","maint=med,persons=2 => class=unacc","0.0833333333333333","1"
"38","maint=med,safety=low => class=unacc","0.0833333333333333","1"
"39","maint=vhigh,persons=2 => class=unacc","0.0833333333333333","1"
"40","maint=vhigh,safety=low => class=unacc","0.0833333333333333","1"
"41","buying=vhigh,lug_boot=small => class=unacc","0.0752314814814815","0.902777777777778"
"42","lug_boot=small,maint=vhigh => class=unacc","0.0752314814814815","0.902777777777778"
"43","doors=2,lug_boot=small => class=unacc","0.0729166666666667","0.875"
"44","buying=high,lug_boot=small => class=unacc","0.0711805555555556","0.854166666666667"
"45","buying=vhigh,lug_boot=med => class=unacc","0.068287037037037","0.819444444444444"
"46","buying=vhigh,safety=med => class=unacc","0.068287037037037","0.819444444444444"
"47","lug_boot=med,maint=vhigh => class=unacc","0.068287037037037","0.819444444444444"
"48","maint=vhigh,safety=med => class=unacc","0.068287037037037","0.819444444444444"
"49","lug_boot=small,maint=high => class=unacc","0.0671296296296296","0.805555555555556"
"50","buying=high,maint=vhigh => class=unacc","0.0625","1"
"51","buying=vhigh,maint=high => class=unacc","0.0625","1"
"52","buying=vhigh,maint=vhigh => class=unacc","0.0625","1"
"53","buying=vhigh,doors=2 => class=unacc","0.0543981481481481","0.87037037037037"
"54","doors=2,maint=vhigh => class=unacc","0.0543981481481481","0.87037037037037"
"55","buying=vhigh,doors=3 => class=unacc","0.0520833333333333","0.833333333333333"
"56","doors=3,maint=vhigh => class=unacc","0.0520833333333333","0.833333333333333"
"57","buying=vhigh,doors=4 => class=unacc","0.0509259259259259","0.814814814814815"
"58","buying=vhigh,doors=5more => class=unacc","0.0509259259259259","0.814814814814815"
"59","doors=4,maint=vhigh => class=unacc","0.0509259259259259","0.814814814814815"
"60","doors=5more,maint=vhigh => class=unacc","0.0509259259259259","0.814814814814815"
"61","buying=high,doors=2 => class=unacc","0.0503472222222222","0.805555555555556"
