"","rules","support","lift"
"1","class=not_recom => health=not_recom","0.333333333333333","3"
"2","health=not_recom => class=not_recom","0.333333333333333","3"
"3","class=spec_prior => health=priority","0.190277777777778","1.82937685459941"
"4","health=priority => class=spec_prior","0.190277777777778","1.82937685459941"
"5","class=priority => health=recommended","0.186111111111111","1.69620253164557"
"6","health=recommended => class=priority","0.186111111111111","1.69620253164557"
"7","class=not_recom,finance=convenient => health=not_recom","0.166666666666667","3"
"8","finance=convenient,health=not_recom => class=not_recom","0.166666666666667","3"
"9","class=not_recom => finance=convenient,health=not_recom","0.166666666666667","3"
"10","health=not_recom => class=not_recom,finance=convenient","0.166666666666667","3"
"11","class=not_recom,finance=inconv => health=not_recom","0.166666666666667","3"
"12","finance=inconv,health=not_recom => class=not_recom","0.166666666666667","3"
"13","class=not_recom => finance=inconv,health=not_recom","0.166666666666667","3"
"14","health=not_recom => class=not_recom,finance=inconv","0.166666666666667","3"
"15","class=spec_prior => parents=great_pret","0.156018518518519","1.5"
"16","parents=great_pret => class=spec_prior","0.156018518518519","1.5"
"17","class=priority => parents=usual","0.148456790123457","1.35302390998594"
"18","parents=usual => class=priority","0.148456790123457","1.35302390998594"
"19","class=priority => health=priority","0.143055555555556","1.30379746835443"
"20","health=priority => class=priority","0.143055555555556","1.30379746835443"
"21","class=spec_prior => has_nurs=very_crit","0.11712962962963","1.87685459940653"
"22","has_nurs=very_crit => class=spec_prior","0.11712962962963","1.87685459940653"
"23","class=not_recom,housing=convenient => health=not_recom","0.111111111111111","3"
"24","health=not_recom,housing=convenient => class=not_recom","0.111111111111111","3"
"25","class=not_recom => health=not_recom,housing=convenient","0.111111111111111","3"
"26","health=not_recom => class=not_recom,housing=convenient","0.111111111111111","3"
"27","class=not_recom,housing=critical => health=not_recom","0.111111111111111","3"
"28","health=not_recom,housing=critical => class=not_recom","0.111111111111111","3"
"29","class=not_recom => health=not_recom,housing=critical","0.111111111111111","3"
"30","health=not_recom => class=not_recom,housing=critical","0.111111111111111","3"
"31","class=not_recom,housing=less_conv => health=not_recom","0.111111111111111","3"
"32","health=not_recom,housing=less_conv => class=not_recom","0.111111111111111","3"
"33","class=not_recom => health=not_recom,housing=less_conv","0.111111111111111","3"
"34","health=not_recom => class=not_recom,housing=less_conv","0.111111111111111","3"
"35","class=not_recom,parents=great_pret => health=not_recom","0.111111111111111","3"
"36","health=not_recom,parents=great_pret => class=not_recom","0.111111111111111","3"
"37","class=not_recom => health=not_recom,parents=great_pret","0.111111111111111","3"
"38","health=not_recom => class=not_recom,parents=great_pret","0.111111111111111","3"
"39","class=not_recom,parents=pretentious => health=not_recom","0.111111111111111","3"
"40","health=not_recom,parents=pretentious => class=not_recom","0.111111111111111","3"
"41","class=not_recom => health=not_recom,parents=pretentious","0.111111111111111","3"
"42","health=not_recom => class=not_recom,parents=pretentious","0.111111111111111","3"
"43","class=not_recom,parents=usual => health=not_recom","0.111111111111111","3"
"44","health=not_recom,parents=usual => class=not_recom","0.111111111111111","3"
"45","class=not_recom => health=not_recom,parents=usual","0.111111111111111","3"
"46","health=not_recom => class=not_recom,parents=usual","0.111111111111111","3"
"47","class=not_recom,social=nonprob => health=not_recom","0.111111111111111","3"
"48","health=not_recom,social=nonprob => class=not_recom","0.111111111111111","3"
"49","class=not_recom => health=not_recom,social=nonprob","0.111111111111111","3"
"50","health=not_recom => class=not_recom,social=nonprob","0.111111111111111","3"
