"","item1","item2","item3","item4","support"
"1","children=0","contraceptive.method=1","media.expo=0","stand.living=3",0.0760353021045485
"2","children=0","contraceptive.method=1","media.expo=0","stand.living=4",0.118126272912424
"3","children=0","contraceptive.method=1","media.expo=0","wife.age=0",0.178547182620502
"4","children=0","contraceptive.method=1","media.expo=0","wife.age=1",0.0875763747454175
"5","children=0","contraceptive.method=1","media.expo=0","wife.edu=3",0.0787508486082824
"6","children=0","contraceptive.method=1","media.expo=0","wife.edu=4",0.0964019008825526
"7","children=0","contraceptive.method=1","media.expo=0","wife.religion=1",0.226748133061779
"8","children=0","contraceptive.method=1","media.expo=0","wife.working=0",0.0821452817379498
"9","children=0","contraceptive.method=1","media.expo=0","wife.working=1",0.18397827562797
"10","children=0","husband.edu=4","media.expo=0","stand.living=3",0.122199592668024
"11","children=0","husband.edu=4","media.expo=0","stand.living=4",0.228784792939579
"12","children=0","husband.edu=4","media.expo=0","wife.age=0",0.271554650373388
"13","children=0","husband.edu=4","media.expo=0","wife.age=1",0.130346232179226
"14","children=0","husband.edu=4","media.expo=0","wife.edu=3",0.098438560760353
"15","children=0","husband.edu=4","media.expo=0","wife.edu=4",0.256619144602851
"16","children=0","husband.edu=4","media.expo=0","wife.religion=1",0.315682281059063
"17","children=0","husband.edu=4","media.expo=0","wife.working=0",0.112016293279022
"18","children=0","husband.edu=4","media.expo=0","wife.working=1",0.289884589273591
"19","children=0","husband.edu=4","wife.age=0","wife.edu=3",0.0760353021045485
"20","children=0","husband.edu=4","wife.age=0","wife.edu=4",0.160896130346232
"21","children=0","husband.edu=4","wife.age=0","wife.religion=1",0.236252545824847
"22","children=0","husband.edu=4","wife.age=0","wife.working=0",0.0773930753564155
"23","children=0","husband.edu=4","wife.age=0","wife.working=1",0.200271554650373
"24","children=0","husband.edu=4","wife.edu=4","wife.religion=1",0.191446028513238
"25","children=0","husband.edu=4","wife.edu=4","wife.working=0",0.0855397148676171
"26","children=0","husband.edu=4","wife.edu=4","wife.working=1",0.173794976238968
"27","children=0","husband.edu=4","wife.religion=1","wife.working=0",0.0875763747454175
"28","children=0","husband.edu=4","wife.religion=1","wife.working=1",0.236252545824847
"29","children=0","media.expo=0","stand.living=4","wife.age=0",0.165648336727766
"30","children=0","media.expo=0","stand.living=4","wife.age=1",0.11744738628649
"31","children=0","media.expo=0","stand.living=4","wife.edu=3",0.0590631364562118
"32","children=0","media.expo=0","stand.living=4","wife.edu=4",0.174473862864902
"33","children=0","media.expo=0","stand.living=4","wife.religion=1",0.210454854039375
"34","children=0","media.expo=0","stand.living=4","wife.working=0",0.0896130346232179
"35","children=0","media.expo=0","stand.living=4","wife.working=1",0.193482688391039
"36","children=0","media.expo=0","wife.age=0","wife.edu=3",0.134419551934827
"37","children=0","media.expo=0","wife.age=0","wife.edu=4",0.167684996605567
"38","children=0","media.expo=0","wife.age=0","wife.religion=1",0.364562118126273
"39","children=0","media.expo=0","wife.age=0","wife.working=0",0.104548540393754
"40","children=0","media.expo=0","wife.age=0","wife.working=1",0.306177868295995
"41","children=0","media.expo=0","wife.edu=4","wife.religion=1",0.198234894772573
"42","children=0","media.expo=0","wife.edu=4","wife.working=0",0.088255261371351
"43","children=0","media.expo=0","wife.edu=4","wife.working=1",0.179904955872369
"44","children=0","media.expo=0","wife.religion=1","wife.working=0",0.126272912423625
"45","children=0","media.expo=0","wife.religion=1","wife.working=1",0.357094365241005
"46","children=0","wife.age=0","wife.religion=1","wife.working=0",0.0930074677528853
"47","children=0","wife.age=0","wife.religion=1","wife.working=1",0.289884589273591
"48","children=1","media.expo=0","wife.religion=1","wife.working=0",0.0604209097080788
"49","children=1","media.expo=0","wife.religion=1","wife.working=1",0.238289205702648
"50","contraceptive.method=1","media.expo=0","wife.religion=1","wife.working=0",0.0889341479972845
"51","contraceptive.method=1","media.expo=0","wife.religion=1","wife.working=1",0.239646978954515
"52","contraceptive.method=3","media.expo=0","wife.religion=1","wife.working=0",0.0563475899524779
"53","contraceptive.method=3","media.expo=0","wife.religion=1","wife.working=1",0.228784792939579
"54","husband.edu=4","husband.occu=1","media.expo=0","stand.living=3",0.0638153428377461
"55","husband.edu=4","husband.occu=1","media.expo=0","stand.living=4",0.186014935505771
"56","husband.edu=4","husband.occu=1","media.expo=0","wife.age=0",0.118126272912424
"57","husband.edu=4","husband.occu=1","media.expo=0","wife.age=1",0.145281737949762
"58","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=3",0.0427698574338086
"59","husband.edu=4","husband.occu=1","media.expo=0","wife.edu=4",0.205023761031908
"60","husband.edu=4","husband.occu=1","media.expo=0","wife.religion=1",0.216564833672777
"61","husband.edu=4","husband.occu=1","media.expo=0","wife.working=0",0.0692464358452139
"62","husband.edu=4","husband.occu=1","media.expo=0","wife.working=1",0.194161575016972
"63","husband.edu=4","media.expo=0","stand.living=4","wife.age=0",0.151391717583164
"64","husband.edu=4","media.expo=0","stand.living=4","wife.age=1",0.194840461642906
"65","husband.edu=4","media.expo=0","stand.living=4","wife.edu=3",0.0638153428377461
"66","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4",0.252545824847251
"67","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1",0.255261371350984
"68","husband.edu=4","media.expo=0","stand.living=4","wife.working=0",0.0991174473862865
"69","husband.edu=4","media.expo=0","stand.living=4","wife.working=1",0.247114731839783
"70","husband.edu=4","media.expo=0","wife.age=0","wife.edu=3",0.0923285811269518
"71","husband.edu=4","media.expo=0","wife.age=0","wife.edu=4",0.173794976238968
"72","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1",0.269517990495587
"73","husband.edu=4","media.expo=0","wife.age=0","wife.working=0",0.0828241683638832
"74","husband.edu=4","media.expo=0","wife.age=0","wife.working=1",0.231500339443313
"75","husband.edu=4","media.expo=0","wife.age=1","wife.edu=3",0.0577053632043449
"76","husband.edu=4","media.expo=0","wife.age=1","wife.edu=4",0.191446028513238
"77","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1",0.202308214528174
"78","husband.edu=4","media.expo=0","wife.age=1","wife.working=0",0.06653088934148
"79","husband.edu=4","media.expo=0","wife.age=1","wife.working=1",0.211812627291242
"80","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1",0.272233536999321
"81","husband.edu=4","media.expo=0","wife.edu=4","wife.working=0",0.107264086897488
