"","item1","item2","item3","item4","item5","support"
"1","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.edu=3",0.0746775288526816
"2","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.edu=4",0.159538357094365
"3","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1",0.230142566191446
"4","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.working=0",0.0753564154786151
"5","children=0","husband.edu=4","media.expo=0","wife.age=0","wife.working=1",0.196198234894773
"6","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1",0.189409368635438
"7","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.working=0",0.0841819416157502
"8","children=0","husband.edu=4","media.expo=0","wife.edu=4","wife.working=1",0.172437202987101
"9","children=0","husband.edu=4","media.expo=0","wife.religion=1","wife.working=0",0.0848608282416836
"10","children=0","husband.edu=4","media.expo=0","wife.religion=1","wife.working=1",0.23082145281738
"11","children=0","media.expo=0","wife.age=0","wife.religion=1","wife.working=0",0.088255261371351
"12","children=0","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.276306856754922
"13","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1",0.177868295994569
"14","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.working=0",0.076714188730482
"15","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4","wife.working=1",0.175831636116768
"16","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1","wife.working=0",0.0692464358452139
"17","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.186014935505771
"18","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1","wife.working=0",0.0672097759674134
"19","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.202308214528174
"20","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=0",0.0733197556008147
"21","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.198913781398506
