"","item1","item2","support"
"1","buying=high","class=unacc",0.1875
"2","buying=med","class=unacc",0.155092592592593
"3","buying=vhigh","class=unacc",0.208333333333333
"4","class=unacc","doors=2",0.188657407407407
"5","class=unacc","doors=3",0.173611111111111
"6","class=unacc","doors=4",0.168981481481481
"7","class=unacc","doors=5more",0.168981481481481
"8","class=unacc","lug_boot=big",0.212962962962963
"9","class=unacc","lug_boot=med",0.226851851851852
"10","class=unacc","lug_boot=small",0.260416666666667
"11","class=unacc","maint=high",0.181712962962963
"12","class=unacc","maint=low",0.155092592592593
"13","class=unacc","maint=med",0.155092592592593
"14","class=unacc","maint=vhigh",0.208333333333333
"15","class=unacc","persons=2",0.333333333333333
"16","class=unacc","persons=4",0.180555555555556
"17","class=unacc","persons=more",0.186342592592593
"18","class=unacc","safety=high",0.160300925925926
"19","class=unacc","safety=low",0.333333333333333
"20","class=unacc","safety=med",0.206597222222222
