"","item1","item2","item3","item4","support"
"1","children=0","husband.edu=4","media.expo=0","wife.age=0",0.271554650373388
"2","children=0","husband.edu=4","media.expo=0","wife.edu=4",0.256619144602851
"3","children=0","husband.edu=4","media.expo=0","wife.religion=1",0.315682281059063
"4","children=0","husband.edu=4","media.expo=0","wife.working=1",0.289884589273591
"5","children=0","husband.edu=4","wife.age=0","wife.edu=4",0.160896130346232
"6","children=0","husband.edu=4","wife.age=0","wife.religion=1",0.236252545824847
"7","children=0","husband.edu=4","wife.age=0","wife.working=1",0.200271554650373
"8","children=0","husband.edu=4","wife.edu=4","wife.religion=1",0.191446028513238
"9","children=0","husband.edu=4","wife.edu=4","wife.working=1",0.173794976238968
"10","children=0","husband.edu=4","wife.religion=1","wife.working=1",0.236252545824847
"11","children=0","media.expo=0","stand.living=4","wife.age=0",0.165648336727766
"12","children=0","media.expo=0","stand.living=4","wife.edu=4",0.174473862864902
"13","children=0","media.expo=0","stand.living=4","wife.religion=1",0.210454854039375
"14","children=0","media.expo=0","stand.living=4","wife.working=1",0.193482688391039
"15","children=0","media.expo=0","wife.age=0","wife.edu=4",0.167684996605567
"16","children=0","media.expo=0","wife.age=0","wife.religion=1",0.364562118126273
"17","children=0","media.expo=0","wife.age=0","wife.working=1",0.306177868295995
"18","children=0","media.expo=0","wife.edu=4","wife.religion=1",0.198234894772573
"19","children=0","media.expo=0","wife.edu=4","wife.working=1",0.179904955872369
"20","children=0","media.expo=0","wife.religion=1","wife.working=1",0.357094365241005
"21","children=0","wife.age=0","wife.religion=1","wife.working=1",0.289884589273591
"22","children=1","media.expo=0","wife.religion=1","wife.working=1",0.238289205702648
"23","contraceptive.method=1","media.expo=0","wife.religion=1","wife.working=1",0.239646978954515
"24","contraceptive.method=3","media.expo=0","wife.religion=1","wife.working=1",0.228784792939579
"25","husband.edu=4","media.expo=0","stand.living=4","wife.age=0",0.151391717583164
"26","husband.edu=4","media.expo=0","stand.living=4","wife.age=1",0.194840461642906
"27","husband.edu=4","media.expo=0","stand.living=4","wife.edu=4",0.252545824847251
"28","husband.edu=4","media.expo=0","stand.living=4","wife.religion=1",0.255261371350984
"29","husband.edu=4","media.expo=0","stand.living=4","wife.working=1",0.247114731839783
"30","husband.edu=4","media.expo=0","wife.age=0","wife.edu=4",0.173794976238968
"31","husband.edu=4","media.expo=0","wife.age=0","wife.religion=1",0.269517990495587
"32","husband.edu=4","media.expo=0","wife.age=0","wife.working=1",0.231500339443313
"33","husband.edu=4","media.expo=0","wife.age=1","wife.edu=4",0.191446028513238
"34","husband.edu=4","media.expo=0","wife.age=1","wife.religion=1",0.202308214528174
"35","husband.edu=4","media.expo=0","wife.age=1","wife.working=1",0.211812627291242
"36","husband.edu=4","media.expo=0","wife.edu=4","wife.religion=1",0.272233536999321
"37","husband.edu=4","media.expo=0","wife.edu=4","wife.working=1",0.257976917854718
"38","husband.edu=4","media.expo=0","wife.religion=1","wife.working=1",0.359809911744739
"39","husband.edu=4","stand.living=4","wife.edu=4","wife.religion=1",0.179226069246436
"40","husband.edu=4","stand.living=4","wife.edu=4","wife.working=1",0.176510522742702
"41","husband.edu=4","stand.living=4","wife.religion=1","wife.working=1",0.190767141887305
"42","husband.edu=4","wife.edu=4","wife.religion=1","wife.working=1",0.200950441276307
"43","husband.occu=3","media.expo=0","wife.religion=1","wife.working=1",0.253224711473184
"44","media.expo=0","stand.living=4","wife.age=1","wife.edu=4",0.159538357094365
"45","media.expo=0","stand.living=4","wife.age=1","wife.religion=1",0.181262729124236
"46","media.expo=0","stand.living=4","wife.age=1","wife.working=1",0.187372708757637
"47","media.expo=0","stand.living=4","wife.edu=4","wife.religion=1",0.184657162253904
"48","media.expo=0","stand.living=4","wife.edu=4","wife.working=1",0.18194161575017
"49","media.expo=0","stand.living=4","wife.religion=1","wife.working=1",0.255261371350984
"50","media.expo=0","wife.age=0","wife.religion=1","wife.working=1",0.346232179226069
"51","media.expo=0","wife.age=1","wife.religion=1","wife.working=1",0.249151391717583
"52","media.expo=0","wife.edu=4","wife.religion=1","wife.working=1",0.212491513917176
